OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1440001,Fiat Deposit,USR9170,CUR19,6612.13,2023-07-21 13:31:54.013548
FiatTrans1440002,Fiat Deposit,USR3178,CUR22,5395.79,2023-05-02 23:42:55.780954
FiatTrans1440003,Fiat Deposit,USR5434,CUR5,8874.27,2023-11-08 05:33:04.359535
FiatTrans1440004,Fiat Deposit,USR7507,CUR22,3759.39,2023-10-04 07:59:34.687549
FiatTrans1440005,Fiat Withdrawl,USR8720,CUR3,2090.07,2023-12-03 21:39:20.354559
FiatTrans1440006,Fiat Deposit,USR9551,CUR8,8565.1,2023-10-03 16:01:45.067825
FiatTrans1440007,Fiat Deposit,USR7649,CUR4,1205.73,2023-08-14 03:54:04.415401
FiatTrans1440008,Fiat Deposit,USR4573,CUR3,3402.16,2023-08-04 03:58:01.871756
FiatTrans1440009,Fiat Deposit,USR5293,CUR5,2262.58,2023-02-26 19:57:20.021818
FiatTrans1440010,Fiat Deposit,USR5312,CUR17,4978.78,2024-02-07 11:13:55.933048
FiatTrans1440011,Fiat Withdrawl,USR3460,CUR24,9635.6,2023-03-04 03:46:39.510279
FiatTrans1440012,Fiat Deposit,USR9121,CUR12,4538.74,2024-01-15 03:11:48.268853
FiatTrans1440013,Fiat Deposit,USR3590,CUR24,6762.02,2023-07-26 02:45:35.316655
FiatTrans1440014,Fiat Withdrawl,USR4392,CUR25,6696.21,2023-08-29 14:01:06.577041
FiatTrans1440015,Fiat Deposit,USR8123,CUR18,9756.15,2024-01-13 18:40:47.834238
FiatTrans1440016,Fiat Deposit,USR6659,CUR9,2280.08,2023-04-16 21:56:21.652778
FiatTrans1440017,Fiat Deposit,USR9603,CUR26,279.2,2023-07-13 16:31:28.221738
FiatTrans1440018,Fiat Withdrawl,USR8875,CUR19,7765.97,2023-08-09 04:37:07.435336
FiatTrans1440019,Fiat Deposit,USR9972,CUR26,6196.37,2023-09-12 10:03:11.270967
FiatTrans1440020,Fiat Withdrawl,USR766,CUR15,4459.18,2023-11-06 20:33:37.873946
FiatTrans1440021,Fiat Withdrawl,USR9990,CUR19,1484.95,2023-06-28 15:58:01.926074
FiatTrans1440022,Fiat Deposit,USR7658,CUR15,2252.4,2023-04-03 14:15:38.597616
FiatTrans1440023,Fiat Deposit,USR4956,CUR6,9599.22,2023-07-24 21:54:52.508272
FiatTrans1440024,Fiat Deposit,USR4084,CUR27,9089.1,2023-10-17 19:38:32.296544
FiatTrans1440025,Fiat Deposit,USR4766,CUR25,1075.11,2023-04-11 00:39:06.270739
FiatTrans1440026,Fiat Deposit,USR129,CUR9,8536.03,2023-07-30 12:17:48.668282
FiatTrans1440027,Fiat Withdrawl,USR1760,CUR5,4682.76,2023-03-11 05:06:09.936478
FiatTrans1440028,Fiat Withdrawl,USR5425,CUR19,9202.4,2023-03-18 14:03:59.380448
FiatTrans1440029,Fiat Deposit,USR5008,CUR19,3208.95,2023-11-12 04:01:12.381539
FiatTrans1440030,Fiat Deposit,USR9563,CUR22,1738.74,2023-03-16 17:29:23.527207
FiatTrans1440031,Fiat Deposit,USR3128,CUR10,6224.57,2023-11-18 13:12:50.666149
FiatTrans1440032,Fiat Withdrawl,USR7193,CUR29,4976.07,2023-06-16 03:31:42.995294
FiatTrans1440033,Fiat Deposit,USR9649,CUR3,7083.68,2023-12-02 02:59:12.205188
FiatTrans1440034,Fiat Deposit,USR7986,CUR13,3517.3,2023-05-26 19:29:26.020508
FiatTrans1440035,Fiat Withdrawl,USR4665,CUR1,5771.39,2023-05-28 04:28:10.960382
FiatTrans1440036,Fiat Deposit,USR7113,CUR28,3924.45,2023-02-19 07:52:39.475849
FiatTrans1440037,Fiat Deposit,USR3306,CUR27,5380.18,2023-06-28 07:44:19.546379
FiatTrans1440038,Fiat Withdrawl,USR8155,CUR21,9532.39,2023-12-08 03:05:57.838839
FiatTrans1440039,Fiat Deposit,USR5358,CUR9,4285.69,2023-06-03 22:30:26.925656
FiatTrans1440040,Fiat Withdrawl,USR9934,CUR9,9149.95,2023-09-28 16:33:23.944404
FiatTrans1440041,Fiat Deposit,USR4269,CUR26,6204.01,2023-11-19 19:07:08.026782
FiatTrans1440042,Fiat Deposit,USR6096,CUR2,3238.4,2023-10-20 00:53:57.847441
FiatTrans1440043,Fiat Deposit,USR3429,CUR2,5669.41,2023-03-09 01:28:57.744111
FiatTrans1440044,Fiat Deposit,USR957,CUR26,1438.08,2024-01-02 16:02:51.745973
FiatTrans1440045,Fiat Withdrawl,USR6378,CUR11,5526.36,2023-12-15 13:08:45.241357
FiatTrans1440046,Fiat Withdrawl,USR4483,CUR22,4800.05,2024-01-30 09:03:09.888566
FiatTrans1440047,Fiat Withdrawl,USR6718,CUR1,5336.41,2023-04-15 17:05:30.456933
FiatTrans1440048,Fiat Withdrawl,USR3642,CUR16,7878.29,2023-03-12 06:45:32.380979
FiatTrans1440049,Fiat Deposit,USR9171,CUR22,3683.49,2023-03-29 21:25:40.704375
FiatTrans1440050,Fiat Withdrawl,USR5345,CUR17,2510.18,2023-03-29 05:09:02.673453
FiatTrans1440051,Fiat Deposit,USR7893,CUR1,1506.09,2023-05-10 04:54:13.570628
FiatTrans1440052,Fiat Deposit,USR5910,CUR2,1044.12,2023-04-06 04:57:37.237616
FiatTrans1440053,Fiat Deposit,USR3088,CUR8,9437.79,2023-10-26 13:52:41.837044
FiatTrans1440054,Fiat Withdrawl,USR6185,CUR22,1109.16,2023-04-12 07:12:19.681366
FiatTrans1440055,Fiat Withdrawl,USR7805,CUR3,1821.72,2023-06-02 05:07:26.034096
FiatTrans1440056,Fiat Deposit,USR9253,CUR20,4332.44,2023-08-04 16:50:27.982139
FiatTrans1440057,Fiat Deposit,USR3192,CUR13,2428.52,2023-05-31 07:48:39.443881
FiatTrans1440058,Fiat Withdrawl,USR9713,CUR3,5715.14,2023-08-26 19:10:11.417962
FiatTrans1440059,Fiat Deposit,USR6281,CUR2,7792.07,2023-05-10 11:47:54.349568
FiatTrans1440060,Fiat Deposit,USR5374,CUR12,1231.77,2023-05-11 18:32:55.878299
FiatTrans1440061,Fiat Deposit,USR6871,CUR10,1202.16,2023-03-13 06:26:07.356826
FiatTrans1440062,Fiat Withdrawl,USR6951,CUR10,3823.09,2023-06-13 04:26:10.532057
FiatTrans1440063,Fiat Deposit,USR52,CUR29,3950.9,2023-04-25 14:19:36.243169
FiatTrans1440064,Fiat Deposit,USR5505,CUR30,4968.8,2023-09-30 17:26:00.933896
FiatTrans1440065,Fiat Deposit,USR6264,CUR19,2745.06,2023-07-28 12:29:11.346089
FiatTrans1440066,Fiat Withdrawl,USR6088,CUR23,5371.4,2023-03-20 03:18:46.979605
FiatTrans1440067,Fiat Withdrawl,USR7572,CUR18,1623.57,2023-03-26 02:23:17.499069
FiatTrans1440068,Fiat Deposit,USR9367,CUR30,7176.35,2023-12-10 22:57:59.083959
FiatTrans1440069,Fiat Withdrawl,USR5285,CUR10,8257.89,2023-11-14 19:50:41.734017
FiatTrans1440070,Fiat Deposit,USR3252,CUR9,2627.68,2023-05-16 00:53:31.468568
FiatTrans1440071,Fiat Deposit,USR7320,CUR9,1691.22,2023-10-14 16:58:14.760508
FiatTrans1440072,Fiat Withdrawl,USR4151,CUR14,2510.07,2023-02-20 14:14:32.114475
FiatTrans1440073,Fiat Withdrawl,USR3238,CUR6,1406.88,2023-09-14 11:26:17.677944
FiatTrans1440074,Fiat Deposit,USR727,CUR23,2093.09,2023-04-17 06:22:50.798357
FiatTrans1440075,Fiat Withdrawl,USR8431,CUR30,4372.38,2023-05-26 01:35:51.983799
FiatTrans1440076,Fiat Deposit,USR880,CUR17,6810.17,2023-08-09 21:00:11.174564
FiatTrans1440077,Fiat Deposit,USR5417,CUR19,1994.55,2023-12-01 00:33:08.311155
FiatTrans1440078,Fiat Deposit,USR105,CUR11,6283.47,2023-04-14 10:41:14.867145
FiatTrans1440079,Fiat Withdrawl,USR309,CUR7,3718.63,2023-10-26 16:49:35.985748
FiatTrans1440080,Fiat Deposit,USR2309,CUR19,8773.55,2023-12-15 10:22:48.438174
FiatTrans1440081,Fiat Withdrawl,USR4781,CUR21,3888.41,2023-10-01 19:39:56.414095
FiatTrans1440082,Fiat Deposit,USR8692,CUR1,9466.53,2023-07-11 17:31:34.193683
FiatTrans1440083,Fiat Deposit,USR3743,CUR27,6665.02,2023-04-29 17:59:37.391021
FiatTrans1440084,Fiat Withdrawl,USR4352,CUR19,9858.57,2024-01-18 04:34:01.911438
FiatTrans1440085,Fiat Withdrawl,USR8583,CUR30,7513.78,2023-11-29 11:06:06.296448
FiatTrans1440086,Fiat Withdrawl,USR7810,CUR6,530.05,2023-07-04 04:10:25.115231
FiatTrans1440087,Fiat Withdrawl,USR7443,CUR30,9874.4,2023-04-23 23:53:15.106850
FiatTrans1440088,Fiat Deposit,USR9196,CUR2,5196.6,2023-06-25 05:06:29.901362
FiatTrans1440089,Fiat Withdrawl,USR7967,CUR22,5296.37,2023-12-05 01:29:34.836124
FiatTrans1440090,Fiat Deposit,USR4949,CUR20,8158.81,2023-05-10 00:25:45.707375
FiatTrans1440091,Fiat Deposit,USR4305,CUR12,5216.41,2023-04-18 14:12:04.008163
FiatTrans1440092,Fiat Withdrawl,USR6722,CUR22,3703.36,2024-01-01 19:55:52.612504
FiatTrans1440093,Fiat Deposit,USR7308,CUR1,6425.37,2023-12-11 12:59:52.909091
FiatTrans1440094,Fiat Withdrawl,USR9286,CUR11,7202.08,2023-10-14 11:51:56.394654
FiatTrans1440095,Fiat Withdrawl,USR726,CUR29,5289.11,2023-10-23 15:48:25.478756
FiatTrans1440096,Fiat Withdrawl,USR4719,CUR6,683.16,2023-04-13 06:34:53.372248
FiatTrans1440097,Fiat Withdrawl,USR4153,CUR22,4750.4,2023-12-29 08:05:36.609984
FiatTrans1440098,Fiat Withdrawl,USR1001,CUR1,2354.97,2023-08-26 22:22:32.339091
FiatTrans1440099,Fiat Withdrawl,USR826,CUR19,1722.1,2023-03-10 01:36:06.315676
FiatTrans1440100,Fiat Withdrawl,USR7887,CUR23,7990.07,2023-12-21 07:53:48.943351
FiatTrans1440101,Fiat Withdrawl,USR4394,CUR27,9930.39,2023-07-16 01:14:51.075964
FiatTrans1440102,Fiat Deposit,USR7545,CUR2,9932.23,2023-07-23 17:58:02.162438
FiatTrans1440103,Fiat Deposit,USR7726,CUR3,100.77,2023-05-28 21:40:57.192715
FiatTrans1440104,Fiat Deposit,USR1085,CUR7,5039.1,2023-08-26 03:37:37.759700
FiatTrans1440105,Fiat Withdrawl,USR3674,CUR27,5244.69,2023-07-13 21:03:20.336964
FiatTrans1440106,Fiat Withdrawl,USR6685,CUR19,1553.73,2023-04-18 07:37:11.172451
FiatTrans1440107,Fiat Deposit,USR7007,CUR18,2400.89,2023-09-14 11:54:20.718484
FiatTrans1440108,Fiat Withdrawl,USR7033,CUR7,6053.07,2023-12-28 04:20:30.932106
FiatTrans1440109,Fiat Withdrawl,USR4170,CUR4,9660.64,2023-11-22 06:44:26.073974
FiatTrans1440110,Fiat Deposit,USR1377,CUR14,1364.6,2023-06-01 11:03:22.174287
FiatTrans1440111,Fiat Deposit,USR573,CUR18,7436.04,2023-03-08 22:38:42.527576
FiatTrans1440112,Fiat Withdrawl,USR751,CUR26,6586.2,2023-03-06 10:31:15.423578
FiatTrans1440113,Fiat Deposit,USR4478,CUR4,5095.42,2023-09-14 05:04:51.848578
FiatTrans1440114,Fiat Deposit,USR405,CUR16,2960.01,2023-07-20 22:49:09.107846
FiatTrans1440115,Fiat Withdrawl,USR497,CUR25,4939.47,2023-09-16 02:19:14.356209
FiatTrans1440116,Fiat Withdrawl,USR8914,CUR5,6208.72,2023-10-14 19:28:30.843971
FiatTrans1440117,Fiat Withdrawl,USR300,CUR25,8351.94,2023-09-08 11:23:53.884304
FiatTrans1440118,Fiat Withdrawl,USR5785,CUR19,1630.09,2023-06-08 00:35:11.873485
FiatTrans1440119,Fiat Withdrawl,USR388,CUR9,5147.88,2023-11-11 15:17:29.893528
FiatTrans1440120,Fiat Deposit,USR1160,CUR13,4491.11,2023-11-11 04:46:08.854432
FiatTrans1440121,Fiat Deposit,USR8799,CUR18,4072.23,2023-03-04 16:57:51.373536
FiatTrans1440122,Fiat Deposit,USR3062,CUR18,4379.89,2023-03-25 06:36:34.806342
FiatTrans1440123,Fiat Withdrawl,USR7958,CUR2,3761.88,2023-07-01 17:44:10.281024
FiatTrans1440124,Fiat Deposit,USR955,CUR4,7932.33,2023-11-21 19:42:59.405841
FiatTrans1440125,Fiat Withdrawl,USR7403,CUR8,8469.93,2024-01-05 10:18:36.998900
FiatTrans1440126,Fiat Deposit,USR2326,CUR9,378.09,2023-11-04 21:11:58.810131
FiatTrans1440127,Fiat Withdrawl,USR6311,CUR9,9661.05,2023-10-20 08:09:20.442859
FiatTrans1440128,Fiat Deposit,USR4806,CUR6,9701.03,2024-01-08 11:05:28.932343
FiatTrans1440129,Fiat Deposit,USR4732,CUR13,1271.33,2023-07-05 05:15:59.548002
FiatTrans1440130,Fiat Deposit,USR3167,CUR7,5833.29,2023-11-19 21:20:57.999506
FiatTrans1440131,Fiat Withdrawl,USR7619,CUR4,6771.17,2024-01-10 14:30:02.016644
FiatTrans1440132,Fiat Withdrawl,USR2660,CUR14,548.85,2024-01-08 14:16:02.134421
FiatTrans1440133,Fiat Deposit,USR6510,CUR16,5134.01,2024-02-01 13:33:25.091383
FiatTrans1440134,Fiat Deposit,USR3884,CUR4,2036.38,2023-10-08 17:53:52.513077
FiatTrans1440135,Fiat Deposit,USR4613,CUR15,6656.87,2023-03-06 04:40:02.735163
FiatTrans1440136,Fiat Deposit,USR752,CUR29,9647.52,2023-04-06 22:58:39.466353
FiatTrans1440137,Fiat Deposit,USR8715,CUR4,755.79,2023-12-22 08:51:42.033504
FiatTrans1440138,Fiat Deposit,USR4076,CUR18,1189.78,2023-03-13 00:10:57.820701
FiatTrans1440139,Fiat Deposit,USR2560,CUR17,6160.02,2023-12-07 13:41:36.986540
FiatTrans1440140,Fiat Deposit,USR6978,CUR21,129.8,2023-10-11 07:58:36.400816
FiatTrans1440141,Fiat Deposit,USR208,CUR20,563.23,2023-03-28 10:39:15.984978
FiatTrans1440142,Fiat Deposit,USR4586,CUR21,3418.58,2023-12-13 02:31:25.304913
FiatTrans1440143,Fiat Withdrawl,USR1616,CUR9,1679.41,2023-02-24 02:12:51.898753
FiatTrans1440144,Fiat Deposit,USR4431,CUR22,2350.15,2023-11-19 07:06:52.396689
FiatTrans1440145,Fiat Withdrawl,USR2881,CUR7,3837.84,2023-10-26 12:16:15.808401
FiatTrans1440146,Fiat Withdrawl,USR7445,CUR27,1727.48,2023-04-03 21:24:57.328076
FiatTrans1440147,Fiat Withdrawl,USR6003,CUR12,2316.13,2023-04-09 10:51:00.685812
FiatTrans1440148,Fiat Deposit,USR8924,CUR3,7386.18,2023-10-04 05:42:17.976844
FiatTrans1440149,Fiat Withdrawl,USR4475,CUR24,455.11,2023-09-14 21:39:54.709018
FiatTrans1440150,Fiat Deposit,USR5155,CUR21,8252.42,2023-12-21 21:06:39.083069
FiatTrans1440151,Fiat Deposit,USR4674,CUR15,3115.5,2023-03-15 10:49:53.968226
FiatTrans1440152,Fiat Deposit,USR5865,CUR19,1358.64,2023-12-12 18:21:33.791067
