OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1200001,Fiat Deposit,USR7755,CUR21,5612.03,2023-09-06 15:38:56.021277
FiatTrans1200002,Fiat Deposit,USR5865,CUR29,8331.19,2023-03-30 21:18:23.671452
FiatTrans1200003,Fiat Withdrawl,USR5943,CUR17,6326.97,2023-08-11 15:00:14.680964
FiatTrans1200004,Fiat Withdrawl,USR9773,CUR1,575.09,2023-07-24 09:14:35.513718
FiatTrans1200005,Fiat Withdrawl,USR4703,CUR26,2142.6,2024-01-23 01:01:24.069682
FiatTrans1200006,Fiat Withdrawl,USR2438,CUR5,3426.84,2023-09-17 01:33:26.815434
FiatTrans1200007,Fiat Withdrawl,USR3948,CUR25,3667.65,2023-12-30 15:52:53.151747
FiatTrans1200008,Fiat Deposit,USR3862,CUR24,167.08,2023-10-01 15:19:48.343444
FiatTrans1200009,Fiat Withdrawl,USR8586,CUR10,8145.46,2023-05-14 02:03:37.004372
FiatTrans1200010,Fiat Deposit,USR6363,CUR13,592.45,2023-04-24 18:48:45.341073
FiatTrans1200011,Fiat Withdrawl,USR604,CUR18,3871.67,2023-10-01 01:16:39.814072
FiatTrans1200012,Fiat Deposit,USR1803,CUR10,759.38,2023-08-25 17:53:23.784198
FiatTrans1200013,Fiat Withdrawl,USR7831,CUR7,8784.69,2023-08-12 14:07:35.514926
FiatTrans1200014,Fiat Deposit,USR8549,CUR2,3074.09,2023-07-20 02:32:32.013008
FiatTrans1200015,Fiat Withdrawl,USR5966,CUR28,1193.55,2023-05-09 21:53:12.350636
FiatTrans1200016,Fiat Deposit,USR7665,CUR25,5050.44,2023-03-14 04:52:19.934749
FiatTrans1200017,Fiat Withdrawl,USR4244,CUR29,2682.38,2023-08-31 19:07:49.888550
FiatTrans1200018,Fiat Withdrawl,USR8461,CUR3,922.27,2024-01-20 13:14:43.619048
FiatTrans1200019,Fiat Deposit,USR730,CUR25,6443.14,2023-04-20 05:50:21.843805
FiatTrans1200020,Fiat Withdrawl,USR7234,CUR11,4106.64,2023-08-02 01:42:05.280235
FiatTrans1200021,Fiat Withdrawl,USR4500,CUR16,1008.05,2023-12-17 10:36:22.792917
FiatTrans1200022,Fiat Withdrawl,USR2122,CUR30,7100.56,2023-09-18 18:45:35.199953
FiatTrans1200023,Fiat Deposit,USR858,CUR7,5517.91,2023-05-06 05:39:12.240502
FiatTrans1200024,Fiat Deposit,USR7031,CUR10,9019.57,2023-04-09 14:44:06.377585
FiatTrans1200025,Fiat Deposit,USR2246,CUR19,4658.27,2023-09-11 04:58:09.091706
FiatTrans1200026,Fiat Deposit,USR2808,CUR10,2741.72,2024-01-01 10:46:13.476070
FiatTrans1200027,Fiat Withdrawl,USR4061,CUR20,9301.35,2023-08-29 21:46:44.162351
FiatTrans1200028,Fiat Withdrawl,USR3713,CUR23,544.03,2023-08-08 13:18:37.942972
FiatTrans1200029,Fiat Deposit,USR8411,CUR4,8446.18,2023-10-11 13:41:41.530445
FiatTrans1200030,Fiat Deposit,USR5970,CUR30,9162.06,2023-12-29 03:53:53.281039
FiatTrans1200031,Fiat Withdrawl,USR5853,CUR9,4772.68,2023-12-21 16:19:01.521928
