OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1800001,Fiat Deposit,USR3924,CUR11,3615.64,2023-11-09 11:52:27.984948
FiatTrans1800002,Fiat Deposit,USR4780,CUR15,4332.19,2023-11-24 20:55:15.259259
FiatTrans1800003,Fiat Withdrawl,USR7217,CUR8,9874.52,2023-02-18 15:07:31.143308
FiatTrans1800004,Fiat Deposit,USR2769,CUR24,7005.8,2023-10-14 20:03:15.534868
FiatTrans1800005,Fiat Withdrawl,USR1617,CUR5,935.71,2023-10-02 00:37:39.882494
FiatTrans1800006,Fiat Withdrawl,USR5648,CUR26,9704.29,2023-04-24 18:44:25.991544
FiatTrans1800007,Fiat Deposit,USR4540,CUR2,6576.42,2023-04-05 05:35:38.078781
FiatTrans1800008,Fiat Withdrawl,USR7340,CUR23,2944.95,2023-10-20 09:22:53.115881
FiatTrans1800009,Fiat Withdrawl,USR4558,CUR15,8333.26,2024-01-05 19:19:52.141490
FiatTrans1800010,Fiat Withdrawl,USR799,CUR23,9919.61,2023-09-20 10:13:05.867596
FiatTrans1800011,Fiat Deposit,USR321,CUR25,701.92,2023-06-20 08:14:54.201510
FiatTrans1800012,Fiat Withdrawl,USR4473,CUR9,8110.94,2023-05-26 22:17:11.544300
FiatTrans1800013,Fiat Withdrawl,USR6432,CUR17,7060.38,2023-07-31 08:40:04.350726
FiatTrans1800014,Fiat Deposit,USR1098,CUR28,8821.28,2023-06-26 08:46:58.866014
FiatTrans1800015,Fiat Deposit,USR3157,CUR17,2885.17,2023-11-21 03:06:28.086117
FiatTrans1800016,Fiat Withdrawl,USR3782,CUR15,9382.28,2024-01-08 16:30:20.566233
FiatTrans1800017,Fiat Withdrawl,USR3376,CUR30,6484.18,2023-04-06 03:07:43.576464
FiatTrans1800018,Fiat Deposit,USR5848,CUR3,6900.99,2023-07-13 04:57:02.149684
FiatTrans1800019,Fiat Withdrawl,USR1759,CUR6,6817.99,2023-03-22 07:54:53.628652
FiatTrans1800020,Fiat Withdrawl,USR8352,CUR19,7960.12,2023-07-11 20:14:07.239229
