OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans780001,Fiat Deposit,USR7617,CUR27,731.15,2023-06-09 23:09:07.149278
FiatTrans780002,Fiat Deposit,USR6757,CUR30,1620.0,2023-05-29 22:41:51.394869
FiatTrans780003,Fiat Deposit,USR4837,CUR10,5619.26,2023-07-14 17:35:45.395780
FiatTrans780004,Fiat Withdrawl,USR2825,CUR22,4031.4,2023-08-31 11:30:35.533157
FiatTrans780005,Fiat Deposit,USR225,CUR8,8530.17,2023-12-08 04:47:35.159438
FiatTrans780006,Fiat Withdrawl,USR4292,CUR21,725.79,2024-01-22 12:59:57.422544
FiatTrans780007,Fiat Withdrawl,USR1821,CUR11,4350.05,2023-09-24 03:56:18.670986
FiatTrans780008,Fiat Deposit,USR4877,CUR21,5976.33,2023-05-05 15:22:41.008251
FiatTrans780009,Fiat Deposit,USR3246,CUR12,5246.94,2023-06-11 03:42:53.430731
FiatTrans780010,Fiat Withdrawl,USR8596,CUR5,2519.27,2023-05-27 05:03:29.525148
FiatTrans780011,Fiat Deposit,USR5106,CUR25,1951.93,2023-07-31 10:14:07.131847
FiatTrans780012,Fiat Deposit,USR3908,CUR8,1594.73,2023-07-08 05:35:29.293408
FiatTrans780013,Fiat Withdrawl,USR1255,CUR5,6511.66,2023-03-01 03:43:09.330728
FiatTrans780014,Fiat Deposit,USR5862,CUR9,2324.51,2023-11-24 10:09:54.558718
FiatTrans780015,Fiat Withdrawl,USR7837,CUR12,7203.32,2023-11-06 06:48:21.375090
FiatTrans780016,Fiat Deposit,USR5669,CUR28,2522.11,2023-12-02 18:47:24.615426
FiatTrans780017,Fiat Deposit,USR7930,CUR5,4869.44,2023-07-08 01:33:11.464040
FiatTrans780018,Fiat Withdrawl,USR879,CUR28,5957.7,2023-11-11 03:00:32.141960
FiatTrans780019,Fiat Deposit,USR2885,CUR19,753.23,2023-07-23 00:44:39.745495
FiatTrans780020,Fiat Deposit,USR3309,CUR11,1378.99,2023-06-06 13:59:00.760574
FiatTrans780021,Fiat Withdrawl,USR4342,CUR8,2960.17,2023-02-23 16:22:48.553603
FiatTrans780022,Fiat Deposit,USR2686,CUR15,5748.16,2023-04-29 18:55:53.953572
FiatTrans780023,Fiat Withdrawl,USR1401,CUR13,2338.83,2023-06-24 19:38:58.159631
FiatTrans780024,Fiat Deposit,USR3625,CUR11,5658.54,2023-03-17 07:44:54.651235
FiatTrans780025,Fiat Deposit,USR1469,CUR28,697.82,2023-04-30 14:34:25.283457
FiatTrans780026,Fiat Withdrawl,USR4716,CUR19,8970.22,2023-11-03 02:42:38.089768
FiatTrans780027,Fiat Withdrawl,USR8264,CUR26,9174.54,2023-10-13 08:48:47.229946
FiatTrans780028,Fiat Withdrawl,USR8341,CUR28,3747.81,2023-03-31 04:59:29.222445
FiatTrans780029,Fiat Withdrawl,USR1562,CUR7,7026.51,2023-06-07 09:31:22.617383
FiatTrans780030,Fiat Withdrawl,USR2486,CUR9,6711.28,2023-08-06 05:38:50.138918
FiatTrans780031,Fiat Deposit,USR2920,CUR7,6966.0,2023-10-15 15:54:00.485788
FiatTrans780032,Fiat Withdrawl,USR5421,CUR20,7637.98,2023-02-11 20:33:34.030608
FiatTrans780033,Fiat Withdrawl,USR9962,CUR24,448.15,2023-04-26 23:54:57.499165
FiatTrans780034,Fiat Withdrawl,USR1696,CUR21,3246.88,2023-05-23 13:04:37.230368
FiatTrans780035,Fiat Deposit,USR4755,CUR17,519.43,2023-04-09 07:17:58.324194
FiatTrans780036,Fiat Deposit,USR2027,CUR3,3927.82,2023-06-19 10:05:45.879983
FiatTrans780037,Fiat Withdrawl,USR6075,CUR20,7525.98,2024-02-07 13:15:32.341878
FiatTrans780038,Fiat Deposit,USR2705,CUR19,6158.07,2023-07-18 23:28:43.611902
FiatTrans780039,Fiat Withdrawl,USR8254,CUR11,4313.4,2023-12-15 10:14:06.277602
FiatTrans780040,Fiat Deposit,USR5135,CUR8,9367.71,2023-05-13 04:57:15.712890
FiatTrans780041,Fiat Withdrawl,USR3400,CUR3,9115.55,2024-01-21 22:51:28.279870
FiatTrans780042,Fiat Withdrawl,USR523,CUR5,8237.39,2023-03-11 18:52:51.581322
FiatTrans780043,Fiat Withdrawl,USR813,CUR20,2254.17,2023-11-22 12:31:21.006129
FiatTrans780044,Fiat Deposit,USR5161,CUR26,5714.83,2023-08-28 11:15:59.816788
FiatTrans780045,Fiat Withdrawl,USR4810,CUR22,686.51,2023-08-29 19:29:20.390535
FiatTrans780046,Fiat Withdrawl,USR4766,CUR1,4395.65,2023-08-12 09:33:19.662461
FiatTrans780047,Fiat Deposit,USR2844,CUR5,7378.77,2023-02-20 16:04:55.376318
FiatTrans780048,Fiat Withdrawl,USR1802,CUR25,1719.35,2023-09-16 16:24:37.739876
FiatTrans780049,Fiat Deposit,USR3327,CUR28,5920.61,2023-07-01 20:50:30.417592
FiatTrans780050,Fiat Withdrawl,USR8670,CUR26,2222.4,2023-05-16 21:13:39.086363
FiatTrans780051,Fiat Withdrawl,USR3356,CUR14,446.98,2023-08-13 17:37:37.047650
FiatTrans780052,Fiat Deposit,USR3285,CUR20,586.95,2023-12-07 08:03:42.465947
FiatTrans780053,Fiat Deposit,USR1235,CUR7,535.48,2023-12-18 22:07:45.514054
FiatTrans780054,Fiat Deposit,USR4733,CUR16,914.02,2023-07-25 17:09:31.240103
FiatTrans780055,Fiat Deposit,USR9180,CUR21,5586.66,2024-01-19 10:37:15.629590
FiatTrans780056,Fiat Withdrawl,USR3609,CUR2,8075.72,2024-01-23 03:07:54.032211
FiatTrans780057,Fiat Withdrawl,USR4799,CUR5,8478.32,2023-12-03 04:56:11.852909
FiatTrans780058,Fiat Deposit,USR1653,CUR15,4986.92,2023-11-01 06:01:07.838919
FiatTrans780059,Fiat Withdrawl,USR5630,CUR17,8471.45,2024-01-17 23:44:51.134040
FiatTrans780060,Fiat Withdrawl,USR902,CUR1,7928.41,2023-03-02 01:07:22.810226
FiatTrans780061,Fiat Deposit,USR3944,CUR7,2337.42,2024-01-18 21:42:30.048922
FiatTrans780062,Fiat Deposit,USR4757,CUR18,3087.22,2023-04-22 09:36:35.490463
FiatTrans780063,Fiat Withdrawl,USR5606,CUR9,3721.51,2023-08-24 14:27:52.681060
FiatTrans780064,Fiat Withdrawl,USR1830,CUR22,8300.22,2023-08-07 13:38:44.705235
FiatTrans780065,Fiat Withdrawl,USR6958,CUR20,3883.78,2023-04-09 23:44:04.282285
FiatTrans780066,Fiat Deposit,USR3555,CUR26,8937.81,2023-06-23 19:10:31.282887
FiatTrans780067,Fiat Withdrawl,USR7339,CUR8,5586.48,2023-10-21 05:52:55.727008
FiatTrans780068,Fiat Deposit,USR2440,CUR12,567.82,2024-01-08 08:26:06.103106
FiatTrans780069,Fiat Deposit,USR9146,CUR7,3812.25,2023-08-12 04:28:38.565723
FiatTrans780070,Fiat Deposit,USR3335,CUR7,9245.2,2024-02-06 14:51:03.324739
FiatTrans780071,Fiat Deposit,USR1405,CUR28,7036.38,2023-12-29 12:45:55.013730
FiatTrans780072,Fiat Deposit,USR2216,CUR19,1943.6,2023-05-22 07:41:49.274839
FiatTrans780073,Fiat Deposit,USR985,CUR15,3142.33,2024-02-04 08:55:48.787659
FiatTrans780074,Fiat Deposit,USR9699,CUR21,7118.12,2023-04-12 15:48:30.244664
FiatTrans780075,Fiat Withdrawl,USR9973,CUR25,4459.79,2023-05-23 15:53:38.315612
FiatTrans780076,Fiat Deposit,USR5073,CUR18,6394.68,2023-07-05 18:13:09.638929
