OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1760001,Fiat Withdrawl,USR3371,CUR15,8633.03,2023-05-08 20:29:49.194197
FiatTrans1760002,Fiat Withdrawl,USR8456,CUR12,3838.11,2023-07-02 06:49:51.053992
FiatTrans1760003,Fiat Withdrawl,USR8334,CUR26,8607.5,2023-04-05 14:27:20.254089
FiatTrans1760004,Fiat Withdrawl,USR3980,CUR6,886.59,2023-12-15 09:46:29.529626
FiatTrans1760005,Fiat Deposit,USR2718,CUR26,5083.29,2023-08-06 19:27:33.143537
FiatTrans1760006,Fiat Deposit,USR7783,CUR14,6648.2,2023-12-28 02:44:03.262401
FiatTrans1760007,Fiat Withdrawl,USR724,CUR16,4750.18,2024-01-13 08:20:33.799145
FiatTrans1760008,Fiat Deposit,USR115,CUR2,7457.67,2024-01-22 09:38:31.071225
FiatTrans1760009,Fiat Withdrawl,USR9393,CUR19,8870.69,2023-03-04 19:10:01.424876
FiatTrans1760010,Fiat Withdrawl,USR5852,CUR18,1881.75,2023-07-30 08:30:40.909598
FiatTrans1760011,Fiat Withdrawl,USR7379,CUR17,9101.82,2023-12-04 01:34:00.573777
FiatTrans1760012,Fiat Deposit,USR5495,CUR16,5843.06,2023-12-04 09:09:23.223490
FiatTrans1760013,Fiat Withdrawl,USR5116,CUR13,2636.4,2023-10-25 12:30:37.701470
FiatTrans1760014,Fiat Withdrawl,USR1505,CUR5,5246.91,2023-05-03 06:30:33.979764
FiatTrans1760015,Fiat Withdrawl,USR5068,CUR25,4800.62,2023-07-25 00:38:55.730831
FiatTrans1760016,Fiat Withdrawl,USR8860,CUR14,695.6,2023-08-21 19:57:43.189231
FiatTrans1760017,Fiat Withdrawl,USR9236,CUR8,3408.65,2023-04-13 00:51:57.043067
FiatTrans1760018,Fiat Withdrawl,USR6708,CUR1,7613.93,2023-12-31 03:42:30.210712
FiatTrans1760019,Fiat Deposit,USR2299,CUR29,6032.25,2024-01-09 23:02:28.274526
FiatTrans1760020,Fiat Withdrawl,USR20,CUR14,5181.0,2023-05-08 07:16:01.292615
FiatTrans1760021,Fiat Withdrawl,USR5101,CUR21,2113.34,2024-01-20 19:01:43.302575
FiatTrans1760022,Fiat Withdrawl,USR5975,CUR9,3320.41,2023-08-21 11:37:01.085543
FiatTrans1760023,Fiat Withdrawl,USR6462,CUR9,3527.5,2023-04-25 00:12:35.744101
FiatTrans1760024,Fiat Withdrawl,USR4935,CUR25,4474.05,2023-03-09 10:12:00.096072
FiatTrans1760025,Fiat Withdrawl,USR7038,CUR6,2480.69,2024-01-03 16:57:33.137683
FiatTrans1760026,Fiat Withdrawl,USR3051,CUR28,6277.15,2023-05-19 11:59:38.587833
FiatTrans1760027,Fiat Withdrawl,USR7334,CUR4,9137.98,2023-08-16 04:57:25.878830
FiatTrans1760028,Fiat Withdrawl,USR6158,CUR3,870.4,2023-08-31 09:45:06.237948
FiatTrans1760029,Fiat Withdrawl,USR3148,CUR10,6479.83,2023-05-08 14:03:52.163919
FiatTrans1760030,Fiat Withdrawl,USR9862,CUR4,3027.94,2023-08-02 23:24:06.781183
FiatTrans1760031,Fiat Deposit,USR5315,CUR23,8702.53,2023-09-30 03:20:19.019026
FiatTrans1760032,Fiat Withdrawl,USR2374,CUR26,156.52,2023-03-04 20:40:32.153027
FiatTrans1760033,Fiat Deposit,USR9883,CUR16,5171.54,2023-05-01 01:37:01.857306
FiatTrans1760034,Fiat Deposit,USR1437,CUR19,9971.29,2024-01-12 13:50:17.668380
FiatTrans1760035,Fiat Deposit,USR7560,CUR4,2275.86,2023-02-17 19:50:52.374468
FiatTrans1760036,Fiat Deposit,USR2526,CUR7,6783.77,2023-10-28 10:52:44.363752
