OrderID,TransType,UserID,FiatID,FiatAmount,Timestamp
FiatTrans1600001,Fiat Withdrawl,USR5476,CUR26,1725.85,2023-09-03 20:56:12.003934
FiatTrans1600002,Fiat Withdrawl,USR343,CUR23,9396.68,2023-10-05 06:51:04.477473
FiatTrans1600003,Fiat Withdrawl,USR8710,CUR6,6640.6,2023-07-22 19:26:50.815374
FiatTrans1600004,Fiat Withdrawl,USR6353,CUR19,2204.76,2023-06-01 13:10:16.686738
FiatTrans1600005,Fiat Withdrawl,USR1556,CUR2,8280.45,2023-06-14 06:38:23.660439
FiatTrans1600006,Fiat Deposit,USR604,CUR9,2217.05,2023-02-24 06:29:38.752664
FiatTrans1600007,Fiat Withdrawl,USR2588,CUR4,212.26,2023-07-15 03:13:27.420857
FiatTrans1600008,Fiat Deposit,USR6223,CUR10,4855.0,2023-07-21 23:08:24.005647
FiatTrans1600009,Fiat Withdrawl,USR4034,CUR2,9332.18,2023-05-14 11:45:22.409476
FiatTrans1600010,Fiat Deposit,USR3542,CUR4,4896.01,2023-09-02 15:51:42.789430
FiatTrans1600011,Fiat Withdrawl,USR4672,CUR28,961.75,2023-05-07 16:36:20.101266
FiatTrans1600012,Fiat Withdrawl,USR7158,CUR11,8440.01,2023-07-06 00:39:05.773092
FiatTrans1600013,Fiat Deposit,USR9986,CUR15,593.71,2023-06-07 21:20:36.960992
FiatTrans1600014,Fiat Withdrawl,USR2188,CUR8,5930.5,2023-08-06 03:40:15.663575
FiatTrans1600015,Fiat Deposit,USR581,CUR19,3776.01,2024-01-13 00:34:57.569896
FiatTrans1600016,Fiat Deposit,USR2742,CUR18,4031.09,2024-01-28 22:36:16.545925
FiatTrans1600017,Fiat Deposit,USR7084,CUR6,7833.24,2023-12-23 16:30:16.870620
FiatTrans1600018,Fiat Withdrawl,USR6125,CUR1,9462.97,2023-08-25 03:17:14.006273
FiatTrans1600019,Fiat Withdrawl,USR6346,CUR30,8872.88,2023-05-26 11:53:41.489056
FiatTrans1600020,Fiat Deposit,USR4443,CUR6,6132.34,2023-08-08 19:41:46.359710
FiatTrans1600021,Fiat Withdrawl,USR5931,CUR17,4959.12,2023-06-19 00:22:27.039705
FiatTrans1600022,Fiat Deposit,USR4052,CUR15,3511.5,2023-08-14 14:35:22.867306
FiatTrans1600023,Fiat Withdrawl,USR9350,CUR10,2965.64,2023-10-30 09:41:19.556941
FiatTrans1600024,Fiat Withdrawl,USR5694,CUR20,5408.08,2023-09-14 15:57:04.767493
FiatTrans1600025,Fiat Withdrawl,USR9480,CUR20,2761.65,2023-05-05 16:08:41.561505
FiatTrans1600026,Fiat Deposit,USR5851,CUR17,2267.18,2023-06-04 16:57:58.570934
FiatTrans1600027,Fiat Deposit,USR1282,CUR25,2712.41,2023-02-28 16:28:48.090716
FiatTrans1600028,Fiat Deposit,USR849,CUR2,3974.86,2023-11-20 04:51:13.156317
FiatTrans1600029,Fiat Deposit,USR4682,CUR20,569.56,2023-09-18 20:53:41.998084
FiatTrans1600030,Fiat Withdrawl,USR764,CUR25,3908.06,2023-06-20 07:24:12.088067
FiatTrans1600031,Fiat Withdrawl,USR5945,CUR17,5892.4,2023-07-04 02:29:00.999982
FiatTrans1600032,Fiat Deposit,USR9993,CUR12,4608.89,2023-09-07 00:29:41.838263
FiatTrans1600033,Fiat Deposit,USR6410,CUR20,3783.03,2023-09-12 09:42:45.863337
FiatTrans1600034,Fiat Deposit,USR8616,CUR28,8553.17,2024-01-29 23:02:38.498492
FiatTrans1600035,Fiat Withdrawl,USR4366,CUR4,1256.85,2023-02-23 22:58:18.855276
FiatTrans1600036,Fiat Withdrawl,USR118,CUR16,2763.35,2023-12-02 23:46:47.468898
FiatTrans1600037,Fiat Withdrawl,USR7909,CUR7,2269.93,2023-11-29 18:38:15.375339
FiatTrans1600038,Fiat Deposit,USR2922,CUR16,3814.47,2023-03-06 14:25:20.433317
FiatTrans1600039,Fiat Deposit,USR6894,CUR17,6623.75,2023-07-05 15:45:57.111071
FiatTrans1600040,Fiat Withdrawl,USR6865,CUR22,1326.87,2023-11-01 06:58:57.662654
FiatTrans1600041,Fiat Withdrawl,USR2891,CUR7,8884.9,2024-01-27 08:47:46.581136
FiatTrans1600042,Fiat Deposit,USR9077,CUR29,2219.98,2023-06-05 14:02:22.331877
FiatTrans1600043,Fiat Deposit,USR707,CUR11,4013.15,2023-10-05 21:19:05.159596
FiatTrans1600044,Fiat Deposit,USR7635,CUR1,6180.72,2023-03-16 11:03:15.566209
FiatTrans1600045,Fiat Deposit,USR9132,CUR7,4660.23,2023-09-12 09:19:12.623703
FiatTrans1600046,Fiat Withdrawl,USR9922,CUR28,7560.19,2024-02-02 01:46:34.585084
FiatTrans1600047,Fiat Withdrawl,USR2690,CUR6,3016.35,2024-01-06 19:42:33.026808
FiatTrans1600048,Fiat Deposit,USR2627,CUR9,7243.55,2023-09-03 06:39:01.966322
FiatTrans1600049,Fiat Deposit,USR7222,CUR29,8389.42,2023-06-11 00:41:44.234010
FiatTrans1600050,Fiat Deposit,USR3566,CUR2,4398.66,2023-10-20 22:07:13.292924
FiatTrans1600051,Fiat Deposit,USR5061,CUR1,8111.14,2023-08-04 14:24:04.926529
FiatTrans1600052,Fiat Deposit,USR441,CUR24,6460.4,2023-12-11 20:29:32.527611
FiatTrans1600053,Fiat Withdrawl,USR839,CUR6,6900.19,2023-11-14 16:14:13.880335
FiatTrans1600054,Fiat Withdrawl,USR544,CUR20,3300.46,2023-04-27 00:27:29.155784
FiatTrans1600055,Fiat Withdrawl,USR6308,CUR19,9270.75,2023-06-16 16:24:59.434998
FiatTrans1600056,Fiat Deposit,USR8875,CUR14,1774.57,2023-05-17 13:21:17.212165
FiatTrans1600057,Fiat Withdrawl,USR9926,CUR8,5595.01,2023-08-02 14:28:11.931068
FiatTrans1600058,Fiat Withdrawl,USR3747,CUR17,9026.19,2023-03-22 13:22:41.576653
FiatTrans1600059,Fiat Withdrawl,USR2450,CUR20,4473.54,2023-09-04 19:55:03.045020
FiatTrans1600060,Fiat Withdrawl,USR9794,CUR15,7615.86,2023-11-24 20:17:05.003182
FiatTrans1600061,Fiat Deposit,USR7694,CUR20,8396.53,2023-06-16 09:13:11.552364
FiatTrans1600062,Fiat Deposit,USR2770,CUR23,8445.34,2023-10-22 12:23:06.902714
FiatTrans1600063,Fiat Deposit,USR5654,CUR11,2297.65,2023-07-20 14:49:14.302586
FiatTrans1600064,Fiat Withdrawl,USR6189,CUR20,9178.62,2024-01-02 12:28:12.597554
FiatTrans1600065,Fiat Withdrawl,USR2604,CUR8,6488.19,2023-12-11 22:20:12.590599
FiatTrans1600066,Fiat Deposit,USR4461,CUR30,424.43,2023-07-16 21:08:36.103891
FiatTrans1600067,Fiat Deposit,USR9277,CUR19,531.81,2023-08-04 10:19:26.952516
FiatTrans1600068,Fiat Withdrawl,USR5450,CUR12,7125.64,2023-06-24 23:14:26.028674
FiatTrans1600069,Fiat Withdrawl,USR573,CUR22,5234.16,2023-09-27 08:51:08.157363
FiatTrans1600070,Fiat Deposit,USR7475,CUR20,4173.34,2023-08-04 06:50:16.105927
FiatTrans1600071,Fiat Deposit,USR6311,CUR5,3454.04,2023-03-15 12:24:32.181764
FiatTrans1600072,Fiat Deposit,USR5948,CUR5,3249.26,2024-01-07 00:26:04.046548
FiatTrans1600073,Fiat Withdrawl,USR7352,CUR10,567.32,2024-01-23 04:03:04.067606
FiatTrans1600074,Fiat Deposit,USR1669,CUR29,3639.77,2023-04-16 20:39:51.854730
FiatTrans1600075,Fiat Deposit,USR4459,CUR17,8530.08,2023-10-01 02:19:31.891510
FiatTrans1600076,Fiat Withdrawl,USR4056,CUR15,6069.49,2023-04-02 23:33:03.764281
FiatTrans1600077,Fiat Withdrawl,USR8220,CUR25,5044.72,2023-06-20 23:50:34.092207
FiatTrans1600078,Fiat Withdrawl,USR7294,CUR22,9372.14,2023-12-04 17:33:07.943337
FiatTrans1600079,Fiat Deposit,USR7657,CUR24,6718.62,2023-12-25 00:13:39.307773
FiatTrans1600080,Fiat Deposit,USR7469,CUR19,4812.23,2023-09-03 07:39:44.479819
FiatTrans1600081,Fiat Deposit,USR1347,CUR1,8248.83,2023-07-15 13:22:12.393224
FiatTrans1600082,Fiat Withdrawl,USR9362,CUR1,2621.36,2023-10-17 13:19:40.339702
FiatTrans1600083,Fiat Withdrawl,USR2559,CUR26,652.02,2023-09-02 09:52:42.122965
FiatTrans1600084,Fiat Withdrawl,USR5817,CUR27,5048.51,2023-10-18 12:19:47.962211
FiatTrans1600085,Fiat Withdrawl,USR6812,CUR1,5168.47,2023-11-21 07:06:38.334035
FiatTrans1600086,Fiat Withdrawl,USR4113,CUR18,4559.13,2023-06-26 15:17:40.263765
FiatTrans1600087,Fiat Withdrawl,USR4604,CUR30,4387.96,2023-12-28 13:16:20.663548
FiatTrans1600088,Fiat Withdrawl,USR2262,CUR16,5655.0,2024-01-03 04:19:20.786991
FiatTrans1600089,Fiat Withdrawl,USR1677,CUR20,7801.32,2023-06-04 18:54:36.720518
FiatTrans1600090,Fiat Withdrawl,USR7629,CUR27,2746.18,2023-09-29 01:09:54.200010
FiatTrans1600091,Fiat Withdrawl,USR8446,CUR23,9044.57,2024-02-05 11:16:35.318644
FiatTrans1600092,Fiat Withdrawl,USR8130,CUR1,6397.89,2023-09-14 09:44:18.938637
FiatTrans1600093,Fiat Deposit,USR2854,CUR14,4731.15,2024-01-18 23:03:21.837297
FiatTrans1600094,Fiat Withdrawl,USR3241,CUR6,4894.9,2023-09-24 12:43:55.422545
FiatTrans1600095,Fiat Withdrawl,USR1848,CUR18,6382.74,2023-12-02 07:19:12.682422
FiatTrans1600096,Fiat Withdrawl,USR8081,CUR21,7628.34,2023-12-02 22:32:45.610275
FiatTrans1600097,Fiat Deposit,USR2528,CUR17,916.58,2023-10-25 00:14:01.599066
FiatTrans1600098,Fiat Withdrawl,USR1973,CUR2,1649.4,2023-04-09 04:09:27.141676
FiatTrans1600099,Fiat Deposit,USR3770,CUR9,4760.1,2023-04-11 23:46:23.426015
FiatTrans1600100,Fiat Withdrawl,USR3172,CUR22,4310.25,2023-11-16 03:22:54.353642
FiatTrans1600101,Fiat Deposit,USR9169,CUR15,743.17,2023-06-13 01:21:04.479713
FiatTrans1600102,Fiat Withdrawl,USR4062,CUR9,5151.91,2023-11-10 19:18:54.407523
FiatTrans1600103,Fiat Withdrawl,USR3254,CUR17,6472.95,2023-06-03 15:03:56.839409
FiatTrans1600104,Fiat Deposit,USR9213,CUR23,696.56,2024-01-23 12:10:46.917907
FiatTrans1600105,Fiat Deposit,USR7337,CUR20,6865.75,2023-08-28 18:19:05.134956
FiatTrans1600106,Fiat Deposit,USR9341,CUR9,6418.57,2023-08-17 05:01:15.893139
FiatTrans1600107,Fiat Deposit,USR8895,CUR30,9136.22,2023-05-07 09:32:45.849839
FiatTrans1600108,Fiat Deposit,USR8293,CUR12,7466.28,2023-05-29 15:59:50.590803
FiatTrans1600109,Fiat Deposit,USR8493,CUR30,4154.82,2023-12-23 18:09:37.895308
FiatTrans1600110,Fiat Withdrawl,USR8179,CUR4,4013.35,2023-07-15 22:47:11.142596
FiatTrans1600111,Fiat Withdrawl,USR2679,CUR10,8400.53,2023-04-02 12:08:42.113746
FiatTrans1600112,Fiat Deposit,USR9581,CUR3,9977.03,2023-10-07 23:48:49.674525
FiatTrans1600113,Fiat Deposit,USR1499,CUR26,7952.19,2023-04-09 09:11:11.390294
FiatTrans1600114,Fiat Withdrawl,USR1610,CUR17,602.63,2023-08-31 20:22:50.795947
FiatTrans1600115,Fiat Withdrawl,USR5251,CUR16,2976.34,2023-03-03 10:20:34.813485
FiatTrans1600116,Fiat Withdrawl,USR3315,CUR14,4353.02,2023-09-29 19:47:51.726531
FiatTrans1600117,Fiat Deposit,USR1557,CUR1,9590.78,2023-07-13 04:18:34.459568
FiatTrans1600118,Fiat Withdrawl,USR3018,CUR27,7926.4,2023-08-10 04:35:54.004336
FiatTrans1600119,Fiat Deposit,USR9355,CUR24,342.16,2024-01-21 13:09:35.519446
FiatTrans1600120,Fiat Withdrawl,USR288,CUR27,1732.31,2023-12-19 13:37:41.891321
FiatTrans1600121,Fiat Withdrawl,USR9264,CUR10,8270.22,2023-11-09 03:44:49.416503
FiatTrans1600122,Fiat Deposit,USR7400,CUR10,9285.61,2023-08-11 01:05:49.511352
FiatTrans1600123,Fiat Deposit,USR3298,CUR7,5523.86,2023-10-25 05:13:07.148926
FiatTrans1600124,Fiat Deposit,USR8374,CUR9,8533.5,2023-12-08 10:01:37.102354
FiatTrans1600125,Fiat Withdrawl,USR4601,CUR11,8805.77,2023-09-05 21:01:05.237027
FiatTrans1600126,Fiat Withdrawl,USR7335,CUR7,9133.24,2023-10-20 17:51:27.895501
FiatTrans1600127,Fiat Deposit,USR211,CUR18,6164.81,2024-01-04 11:12:29.929888
FiatTrans1600128,Fiat Withdrawl,USR1750,CUR9,5592.0,2023-12-14 18:53:20.604296
FiatTrans1600129,Fiat Deposit,USR9582,CUR27,5725.35,2023-11-28 19:23:16.390230
FiatTrans1600130,Fiat Withdrawl,USR5531,CUR11,5027.86,2023-12-09 08:13:02.859177
FiatTrans1600131,Fiat Withdrawl,USR2239,CUR5,8480.96,2023-10-20 18:13:58.100811
FiatTrans1600132,Fiat Deposit,USR5065,CUR12,1965.89,2023-03-25 04:50:37.167918
FiatTrans1600133,Fiat Deposit,USR8234,CUR4,6630.89,2023-03-24 21:24:24.710572
FiatTrans1600134,Fiat Deposit,USR2390,CUR6,6956.91,2023-11-06 19:44:35.174565
FiatTrans1600135,Fiat Withdrawl,USR3846,CUR4,4063.58,2023-08-24 13:00:48.263412
FiatTrans1600136,Fiat Withdrawl,USR7520,CUR25,9262.35,2024-01-18 15:24:14.835435
FiatTrans1600137,Fiat Withdrawl,USR2885,CUR9,3619.93,2023-09-01 14:06:14.844390
FiatTrans1600138,Fiat Deposit,USR9009,CUR16,7327.18,2023-05-08 23:19:57.811330
FiatTrans1600139,Fiat Deposit,USR1732,CUR23,4691.65,2023-10-13 02:44:37.346666
FiatTrans1600140,Fiat Withdrawl,USR5131,CUR9,9364.65,2023-10-16 01:08:09.716354
FiatTrans1600141,Fiat Deposit,USR2478,CUR27,5828.28,2023-05-28 14:17:36.441139
FiatTrans1600142,Fiat Deposit,USR5387,CUR30,1583.18,2023-10-15 22:00:03.668083
FiatTrans1600143,Fiat Deposit,USR3408,CUR2,3210.26,2023-03-08 12:21:04.608338
FiatTrans1600144,Fiat Deposit,USR9589,CUR12,877.83,2024-01-15 14:20:53.769474
FiatTrans1600145,Fiat Withdrawl,USR880,CUR5,9412.37,2023-05-05 23:41:14.715569
FiatTrans1600146,Fiat Deposit,USR2043,CUR4,915.69,2023-09-11 10:50:12.926594
FiatTrans1600147,Fiat Deposit,USR9298,CUR29,928.73,2023-06-28 16:44:19.828346
FiatTrans1600148,Fiat Deposit,USR402,CUR1,8349.91,2023-04-13 23:14:29.106179
FiatTrans1600149,Fiat Deposit,USR8679,CUR18,3275.96,2023-06-04 23:20:42.151212
FiatTrans1600150,Fiat Deposit,USR6462,CUR3,9875.14,2023-08-08 06:54:26.175931
FiatTrans1600151,Fiat Deposit,USR4861,CUR3,7276.86,2023-10-22 01:16:45.338636
FiatTrans1600152,Fiat Withdrawl,USR775,CUR22,6554.81,2023-09-01 06:29:30.072633
FiatTrans1600153,Fiat Withdrawl,USR7387,CUR13,7210.55,2023-05-22 22:50:30.068210
FiatTrans1600154,Fiat Withdrawl,USR6356,CUR21,4890.38,2023-07-29 13:28:25.677869
FiatTrans1600155,Fiat Deposit,USR5782,CUR15,6135.93,2023-11-18 05:50:02.116308
FiatTrans1600156,Fiat Deposit,USR1832,CUR7,1019.59,2023-12-15 22:26:41.123365
FiatTrans1600157,Fiat Withdrawl,USR3905,CUR21,1152.08,2023-06-27 05:39:42.592510
FiatTrans1600158,Fiat Deposit,USR3235,CUR9,1297.7,2023-03-22 21:18:49.899548
FiatTrans1600159,Fiat Withdrawl,USR1845,CUR28,4355.48,2023-03-07 00:20:12.224058
FiatTrans1600160,Fiat Deposit,USR588,CUR19,1963.43,2023-11-09 05:54:18.303497
FiatTrans1600161,Fiat Deposit,USR1436,CUR20,5663.52,2024-01-20 11:52:51.129508
FiatTrans1600162,Fiat Deposit,USR7551,CUR16,5227.45,2023-08-22 11:42:30.168225
FiatTrans1600163,Fiat Deposit,USR4849,CUR30,511.11,2023-02-13 17:50:17.363887
FiatTrans1600164,Fiat Deposit,USR4435,CUR13,5146.42,2023-08-14 19:12:09.044504
FiatTrans1600165,Fiat Deposit,USR7797,CUR4,3579.94,2023-10-02 18:50:23.848382
FiatTrans1600166,Fiat Deposit,USR2542,CUR17,9084.31,2023-04-16 01:59:50.940271
FiatTrans1600167,Fiat Deposit,USR1710,CUR26,9090.72,2023-08-27 19:22:57.856356
FiatTrans1600168,Fiat Deposit,USR1312,CUR28,6211.55,2024-01-29 01:37:09.081856
FiatTrans1600169,Fiat Withdrawl,USR1311,CUR19,8459.4,2023-05-27 05:48:32.694357
FiatTrans1600170,Fiat Deposit,USR6756,CUR12,3572.4,2024-01-01 19:07:31.037616
FiatTrans1600171,Fiat Withdrawl,USR4046,CUR29,2011.16,2024-01-31 17:28:14.939819
FiatTrans1600172,Fiat Withdrawl,USR5616,CUR24,3314.77,2023-04-20 15:40:52.183809
