ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1980001,USR6409,SPT234072,2023-06-04,20325.35
TAX1980002,USR2401,SPT1017673,2023-12-26,3904.34
TAX1980003,USR3192,SPT1378695,2023-05-25,19822.85
TAX1980004,USR7805,SPT1202427,2023-03-05,37172.2
TAX1980005,USR9474,SPT938882,2023-07-11,2044.99
TAX1980006,USR9695,SPT9755,2023-10-29,39295.65
TAX1980007,USR7371,SPT144167,2023-07-25,41071.73
TAX1980008,USR4730,SPT818895,2022-08-19,19282.92
TAX1980009,USR9410,SPT1790269,2023-01-10,1516.71
TAX1980010,USR8290,SPT1116937,2022-03-31,19078.11
TAX1980011,USR5468,SPT1478927,2022-03-13,1621.83
TAX1980012,USR9789,SPT766203,2023-02-01,4059.62
TAX1980013,USR1903,SPT968029,2023-06-28,26376.19
TAX1980014,USR6394,SPT280904,2022-09-06,45688.63
TAX1980015,USR965,SPT1159436,2022-12-09,11525.8
TAX1980016,USR2076,SPT732527,2022-03-21,11582.68
TAX1980017,USR9299,SPT1309409,2023-04-21,8324.52
TAX1980018,USR3430,SPT1432584,2023-10-27,32825.09
TAX1980019,USR6776,SPT876854,2023-09-13,47179.5
TAX1980020,USR3990,SPT1163316,2022-10-08,39175.42
TAX1980021,USR7938,SPT1816900,2022-07-14,49531.23
TAX1980022,USR1785,SPT611984,2022-11-04,18234.36
TAX1980023,USR3613,SPT1269407,2022-10-14,41609.43
TAX1980024,USR3000,SPT1846753,2022-03-12,28837.46
TAX1980025,USR3994,SPT510123,2023-07-24,3417.48
TAX1980026,USR2508,SPT822779,2022-07-13,38603.27
TAX1980027,USR6197,SPT1918022,2022-09-08,2177.41
TAX1980028,USR1607,SPT739889,2023-11-14,34596.11
TAX1980029,USR8334,SPT185921,2023-12-15,11078.95
TAX1980030,USR4679,SPT530677,2022-07-26,9704.8
TAX1980031,USR7320,SPT1507604,2023-11-22,26617.15
TAX1980032,USR1307,SPT1516512,2023-03-22,30602.93
TAX1980033,USR3329,SPT14622,2023-06-17,24806.5
TAX1980034,USR9631,SPT183011,2023-03-17,49004.42
TAX1980035,USR2936,SPT633946,2023-04-12,22715.9
TAX1980036,USR398,SPT974945,2022-03-04,8484.33
TAX1980037,USR716,SPT917665,2023-03-24,19258.3
TAX1980038,USR1302,SPT1097875,2022-05-10,32806.12
TAX1980039,USR85,SPT1157313,2022-07-18,24516.45
TAX1980040,USR1028,SPT1577239,2022-04-01,4362.85
TAX1980041,USR5767,SPT395319,2023-03-20,15322.5
TAX1980042,USR1039,SPT1814540,2022-02-22,42062.9
TAX1980043,USR5063,SPT175202,2023-06-13,46346.29
TAX1980044,USR8057,SPT1840734,2022-02-16,7346.97
TAX1980045,USR1374,SPT1310531,2022-11-30,35897.1
TAX1980046,USR3298,SPT1050445,2022-04-09,38982.04
TAX1980047,USR6412,SPT547815,2023-04-23,27084.0
TAX1980048,USR9999,SPT311106,2022-02-15,40698.71
TAX1980049,USR6950,SPT228249,2023-10-28,33981.09
TAX1980050,USR2021,SPT1097196,2022-10-10,29010.41
TAX1980051,USR2956,SPT1791167,2023-04-15,21264.8
TAX1980052,USR7424,SPT855086,2022-05-26,11298.48
TAX1980053,USR8272,SPT491854,2023-07-15,30581.34
TAX1980054,USR2591,SPT994713,2023-07-19,19497.43
TAX1980055,USR9558,SPT1651148,2022-04-02,45372.28
TAX1980056,USR9792,SPT1256201,2022-12-20,23907.08
TAX1980057,USR5683,SPT4554,2023-04-30,45522.15
TAX1980058,USR5793,SPT264899,2022-09-20,37623.43
TAX1980059,USR7519,SPT180712,2022-06-20,24628.05
TAX1980060,USR8551,SPT626686,2023-02-18,1665.38
TAX1980061,USR5821,SPT1826840,2024-01-28,10743.23
TAX1980062,USR7080,SPT1816077,2022-03-24,9523.97
TAX1980063,USR6192,SPT261337,2023-02-13,42409.24
TAX1980064,USR5766,SPT88486,2023-09-20,20615.36
TAX1980065,USR133,SPT1313250,2022-11-03,34240.69
TAX1980066,USR8123,SPT1178637,2023-07-30,21743.74
TAX1980067,USR2860,SPT343886,2022-04-20,16145.31
TAX1980068,USR4569,SPT1166157,2023-08-05,23709.81
TAX1980069,USR98,SPT414357,2022-05-18,49393.6
TAX1980070,USR6535,SPT1018375,2022-03-14,11357.32
TAX1980071,USR3023,SPT229565,2022-08-26,28307.1
TAX1980072,USR1881,SPT1030722,2023-08-17,35914.35
TAX1980073,USR5807,SPT591410,2022-12-21,48991.07
TAX1980074,USR1399,SPT303507,2022-07-19,17027.21
TAX1980075,USR7620,SPT1919660,2023-12-12,6487.56
TAX1980076,USR4795,SPT450048,2022-08-02,28338.85
TAX1980077,USR3420,SPT584792,2022-03-12,14530.14
TAX1980078,USR5331,SPT1989086,2023-03-24,42988.14
TAX1980079,USR4527,SPT1728922,2023-01-07,49578.69
TAX1980080,USR7006,SPT1812455,2022-10-08,41226.22
TAX1980081,USR6512,SPT1049791,2023-09-21,37820.7
TAX1980082,USR4175,SPT1151221,2023-01-04,39654.97
TAX1980083,USR9798,SPT67841,2023-07-06,43403.68
TAX1980084,USR9303,SPT1458753,2023-05-02,20544.49
TAX1980085,USR4119,SPT1429842,2024-02-06,30972.0
TAX1980086,USR5228,SPT802194,2023-02-05,48123.12
TAX1980087,USR9713,SPT1460309,2023-02-15,16942.91
TAX1980088,USR3380,SPT1203511,2023-08-16,14778.34
TAX1980089,USR163,SPT1054229,2022-06-29,44956.03
TAX1980090,USR7314,SPT1600872,2024-01-17,30153.39
TAX1980091,USR1955,SPT1356449,2023-06-06,23362.63
TAX1980092,USR2095,SPT153711,2023-05-22,39029.43
TAX1980093,USR6295,SPT1708334,2024-01-01,30854.66
TAX1980094,USR200,SPT1401874,2024-02-09,34348.79
TAX1980095,USR5638,SPT301315,2023-07-29,8120.37
TAX1980096,USR5486,SPT1073486,2023-12-18,48070.86
TAX1980097,USR8388,SPT1005954,2022-09-15,37600.1
TAX1980098,USR404,SPT1217162,2023-07-17,29676.04
TAX1980099,USR4261,SPT1007054,2023-08-19,45189.34
TAX1980100,USR7526,SPT1656923,2024-01-22,39884.96
TAX1980101,USR8623,SPT1049367,2023-04-16,41665.79
TAX1980102,USR6115,SPT950542,2023-02-07,10951.23
TAX1980103,USR3146,SPT1888327,2022-05-16,26959.69
TAX1980104,USR4208,SPT215943,2023-07-31,1627.75
TAX1980105,USR6432,SPT143214,2022-05-12,8840.76
TAX1980106,USR3210,SPT1514893,2023-08-04,28394.63
TAX1980107,USR4613,SPT1228331,2023-10-03,1502.16
TAX1980108,USR6465,SPT188752,2023-02-12,47574.9
TAX1980109,USR25,SPT917357,2023-01-20,25362.27
TAX1980110,USR3499,SPT431197,2022-07-14,6505.47
TAX1980111,USR4563,SPT767452,2022-02-24,6824.33
TAX1980112,USR6218,SPT1894793,2022-05-13,13521.52
TAX1980113,USR3778,SPT1598439,2023-07-20,9679.82
TAX1980114,USR2322,SPT16456,2023-01-15,42276.13
TAX1980115,USR3267,SPT1456279,2023-03-17,7623.31
TAX1980116,USR8923,SPT473233,2023-09-12,1322.28
TAX1980117,USR3633,SPT590043,2022-09-11,42499.93
TAX1980118,USR2453,SPT220105,2022-11-08,23623.45
TAX1980119,USR5586,SPT1860186,2023-02-25,10266.19
TAX1980120,USR3636,SPT1904528,2022-11-19,45370.73
TAX1980121,USR6950,SPT574736,2022-04-29,27687.14
TAX1980122,USR5519,SPT1682944,2022-06-23,4851.07
TAX1980123,USR5616,SPT218688,2022-02-28,5864.23
TAX1980124,USR6511,SPT319413,2022-12-23,21574.22
TAX1980125,USR4250,SPT1498979,2023-05-01,10886.19
TAX1980126,USR8529,SPT1561188,2022-04-07,47637.09
TAX1980127,USR4245,SPT77156,2022-06-15,23114.37
TAX1980128,USR2509,SPT1525931,2023-04-15,14518.33
TAX1980129,USR9074,SPT1195451,2023-07-20,11045.19
TAX1980130,USR6792,SPT1561187,2023-08-16,44544.92
TAX1980131,USR8360,SPT1692175,2023-08-04,27812.87
TAX1980132,USR7939,SPT1122543,2022-07-16,16551.44
TAX1980133,USR9839,SPT422347,2022-12-26,15527.54
TAX1980134,USR1687,SPT396271,2024-01-30,39107.55
TAX1980135,USR4360,SPT883128,2022-02-18,25692.17
TAX1980136,USR4559,SPT1121139,2023-06-03,33723.5
TAX1980137,USR6754,SPT1256754,2022-10-17,24488.11
TAX1980138,USR5835,SPT1798973,2024-02-06,16685.7
TAX1980139,USR3996,SPT194361,2022-05-15,10961.71
TAX1980140,USR1752,SPT1713739,2023-05-21,7682.26
TAX1980141,USR7930,SPT1193627,2023-07-17,31924.65
TAX1980142,USR231,SPT762160,2022-12-12,30760.31
TAX1980143,USR1529,SPT1346437,2022-06-19,25894.32
TAX1980144,USR8634,SPT1387097,2023-02-23,38666.0
TAX1980145,USR1940,SPT1269591,2024-01-25,24824.89
TAX1980146,USR535,SPT977498,2022-04-20,6365.27
TAX1980147,USR102,SPT1570908,2022-03-18,26838.27
TAX1980148,USR9244,SPT375382,2023-07-22,9541.34
TAX1980149,USR2844,SPT859493,2023-12-06,39207.29
TAX1980150,USR1081,SPT431614,2022-02-19,26092.29
TAX1980151,USR2809,SPT423654,2024-01-08,34180.49
TAX1980152,USR7307,SPT58146,2023-11-10,16942.89
TAX1980153,USR323,SPT196761,2022-03-31,39468.19
TAX1980154,USR5843,SPT713386,2022-05-20,16562.19
TAX1980155,USR1436,SPT633290,2022-07-01,36161.95
TAX1980156,USR2904,SPT1094094,2022-10-13,6524.65
TAX1980157,USR7745,SPT232873,2023-11-05,6978.62
TAX1980158,USR1212,SPT1927142,2022-09-05,47176.93
TAX1980159,USR7452,SPT839078,2023-09-22,46598.87
TAX1980160,USR2001,SPT588024,2022-10-31,33120.27
TAX1980161,USR673,SPT1010562,2022-02-14,27013.28
TAX1980162,USR3283,SPT296836,2022-09-20,9691.65
TAX1980163,USR9374,SPT1253571,2024-01-12,7684.07
TAX1980164,USR4496,SPT1311187,2023-07-29,6024.81
TAX1980165,USR8567,SPT315034,2023-06-07,29282.79
TAX1980166,USR1282,SPT1509665,2023-11-09,20580.85
TAX1980167,USR8321,SPT1366436,2023-12-30,49432.03
TAX1980168,USR5123,SPT1834283,2022-08-13,34324.38
TAX1980169,USR5332,SPT1641626,2022-02-15,29251.09
TAX1980170,USR372,SPT1211600,2022-12-23,6657.81
TAX1980171,USR6729,SPT1890526,2022-02-12,8320.93
TAX1980172,USR7674,SPT603826,2023-10-05,20722.62
TAX1980173,USR3409,SPT880036,2023-10-09,37190.31
TAX1980174,USR1976,SPT1451676,2023-09-11,27993.88
TAX1980175,USR1197,SPT1216182,2023-10-09,28731.51
TAX1980176,USR1334,SPT756934,2023-07-12,16457.58
TAX1980177,USR7516,SPT325757,2022-12-18,39734.82
TAX1980178,USR4800,SPT1024286,2023-08-14,47821.81
TAX1980179,USR8232,SPT1892162,2023-02-05,12805.3
TAX1980180,USR8724,SPT1773607,2023-09-11,34436.73
TAX1980181,USR4063,SPT219822,2023-11-09,18406.49
TAX1980182,USR8558,SPT939604,2022-11-24,4502.11
TAX1980183,USR2431,SPT606725,2023-01-29,30054.76
TAX1980184,USR538,SPT1618725,2024-01-14,39231.66
TAX1980185,USR998,SPT319049,2023-06-11,32546.63
TAX1980186,USR6074,SPT15262,2022-11-03,43161.81
TAX1980187,USR5295,SPT1100926,2023-12-02,21079.41
TAX1980188,USR2644,SPT1308683,2024-02-09,48505.78
TAX1980189,USR2366,SPT742949,2022-10-18,41966.17
TAX1980190,USR3748,SPT1095283,2022-10-15,22031.97
TAX1980191,USR3049,SPT1090336,2022-10-27,38408.86
TAX1980192,USR6401,SPT1364773,2023-09-27,16263.06
TAX1980193,USR5669,SPT1591438,2023-03-24,25064.19
TAX1980194,USR7995,SPT379925,2023-01-10,40530.35
TAX1980195,USR5729,SPT717107,2023-01-17,6740.01
TAX1980196,USR2086,SPT900617,2023-01-14,13360.42
TAX1980197,USR7797,SPT670564,2023-02-24,36389.42
TAX1980198,USR8267,SPT1433803,2023-09-27,12384.61
TAX1980199,USR4606,SPT274285,2023-03-27,27163.94
TAX1980200,USR8844,SPT1461068,2023-05-13,13507.54
TAX1980201,USR2153,SPT1625681,2022-05-23,45571.82
TAX1980202,USR1652,SPT1871830,2023-07-12,48945.96
TAX1980203,USR6933,SPT242936,2023-08-06,9759.56
TAX1980204,USR9493,SPT763442,2024-01-27,27003.53
TAX1980205,USR2199,SPT769796,2024-01-22,37774.04
TAX1980206,USR183,SPT1885753,2023-06-11,14746.45
TAX1980207,USR4634,SPT352081,2023-04-24,8641.62
TAX1980208,USR9287,SPT655350,2023-03-15,46406.61
TAX1980209,USR3428,SPT1824930,2022-10-03,25597.11
TAX1980210,USR9968,SPT1744928,2022-03-13,24611.55
TAX1980211,USR8500,SPT1657995,2022-10-06,23537.75
TAX1980212,USR1481,SPT84913,2022-02-12,24447.82
TAX1980213,USR230,SPT459047,2023-01-13,45585.01
TAX1980214,USR7852,SPT1717620,2023-02-23,8692.39
TAX1980215,USR4618,SPT655616,2023-02-09,36412.65
TAX1980216,USR4959,SPT61354,2022-08-29,32716.86
TAX1980217,USR5136,SPT1102945,2023-06-13,21692.7
TAX1980218,USR6607,SPT1846509,2023-06-07,8435.21
TAX1980219,USR628,SPT567258,2022-09-09,15636.86
TAX1980220,USR2142,SPT1407363,2023-12-14,17415.04
