ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1580001,USR1688,SPT1910275,2023-10-04,44056.02
TAX1580002,USR393,SPT1853176,2023-07-30,29156.47
TAX1580003,USR3488,SPT1647489,2023-05-26,19182.78
TAX1580004,USR9433,SPT786075,2022-06-01,9834.62
TAX1580005,USR7286,SPT197760,2022-05-13,16139.67
TAX1580006,USR2489,SPT1445755,2022-11-06,49228.52
TAX1580007,USR4440,SPT1757687,2023-04-19,39316.39
TAX1580008,USR5136,SPT1146865,2022-06-18,41529.75
TAX1580009,USR4692,SPT714978,2023-05-30,49141.28
TAX1580010,USR427,SPT1547725,2023-12-02,19751.76
TAX1580011,USR6256,SPT720264,2024-01-21,18389.26
TAX1580012,USR1914,SPT968462,2023-11-09,33555.81
TAX1580013,USR5830,SPT762851,2023-08-24,15649.65
TAX1580014,USR2644,SPT932056,2023-08-28,45538.32
TAX1580015,USR8298,SPT275324,2022-04-07,45412.09
TAX1580016,USR8977,SPT427454,2022-12-28,21525.27
TAX1580017,USR3405,SPT1993411,2023-03-18,25559.09
TAX1580018,USR1852,SPT1959317,2022-09-24,23698.69
TAX1580019,USR8718,SPT1510988,2023-07-02,31939.44
TAX1580020,USR9686,SPT1315015,2022-12-29,12465.08
TAX1580021,USR1142,SPT732870,2022-03-06,6631.47
TAX1580022,USR3685,SPT1223005,2024-01-30,47817.89
TAX1580023,USR7917,SPT536946,2022-05-22,35454.24
TAX1580024,USR1750,SPT1221631,2022-08-30,44471.06
TAX1580025,USR6385,SPT46047,2022-12-05,27821.82
TAX1580026,USR9164,SPT1551142,2022-07-31,49118.96
TAX1580027,USR6702,SPT1846831,2022-11-21,39455.01
TAX1580028,USR8663,SPT372937,2024-01-29,35202.03
TAX1580029,USR1717,SPT1902568,2022-06-29,19205.11
TAX1580030,USR155,SPT167440,2023-11-29,34851.21
TAX1580031,USR5575,SPT1999069,2023-08-06,19665.47
TAX1580032,USR3616,SPT161180,2023-08-08,20050.39
TAX1580033,USR3789,SPT154654,2022-08-16,19654.51
TAX1580034,USR2264,SPT873131,2022-04-14,8616.01
TAX1580035,USR799,SPT56532,2023-08-17,9105.27
TAX1580036,USR3167,SPT1458074,2023-05-31,26233.35
TAX1580037,USR834,SPT853418,2024-01-27,31994.38
TAX1580038,USR6911,SPT929648,2023-01-15,26055.41
TAX1580039,USR393,SPT1509124,2022-07-24,37944.92
TAX1580040,USR3527,SPT718600,2023-07-06,25470.76
TAX1580041,USR2569,SPT1998793,2022-11-29,18386.58
TAX1580042,USR8326,SPT985334,2023-10-16,17644.81
TAX1580043,USR5708,SPT1768520,2023-07-25,5167.14
TAX1580044,USR8414,SPT226629,2023-03-06,44670.59
TAX1580045,USR4982,SPT1436983,2022-07-25,33869.95
TAX1580046,USR6316,SPT334963,2023-11-06,8222.01
TAX1580047,USR6698,SPT1460141,2022-10-28,32787.81
TAX1580048,USR9295,SPT806491,2023-09-18,30578.67
TAX1580049,USR2390,SPT655190,2023-12-04,6370.24
TAX1580050,USR2014,SPT1952903,2024-01-23,23116.79
TAX1580051,USR4066,SPT622972,2022-08-26,11822.6
TAX1580052,USR1480,SPT1744651,2023-08-06,42704.77
TAX1580053,USR3384,SPT1224059,2023-07-30,25433.13
TAX1580054,USR5584,SPT598878,2022-09-06,5544.67
TAX1580055,USR460,SPT83251,2022-09-02,46344.19
TAX1580056,USR5835,SPT1311679,2023-06-17,18440.55
TAX1580057,USR5699,SPT1428757,2024-01-13,46073.01
TAX1580058,USR1859,SPT1618032,2022-03-19,18362.59
TAX1580059,USR6442,SPT868077,2023-07-01,22488.18
TAX1580060,USR3165,SPT887450,2023-10-04,30486.38
TAX1580061,USR2124,SPT393493,2023-03-12,41599.92
TAX1580062,USR3548,SPT1734596,2023-11-10,27905.01
TAX1580063,USR1187,SPT1065695,2022-05-19,25216.71
TAX1580064,USR6543,SPT260663,2022-04-18,15923.21
TAX1580065,USR3525,SPT794996,2023-06-24,32157.72
TAX1580066,USR5610,SPT855120,2023-12-03,15225.05
TAX1580067,USR3322,SPT278268,2022-07-24,48230.63
TAX1580068,USR4091,SPT646731,2022-12-30,41155.67
TAX1580069,USR5679,SPT976759,2022-08-31,20472.69
TAX1580070,USR2664,SPT1673286,2022-06-13,24589.34
TAX1580071,USR5546,SPT1622312,2022-05-04,17951.78
TAX1580072,USR8242,SPT120001,2023-01-18,22724.43
TAX1580073,USR9437,SPT269131,2022-10-11,34218.99
TAX1580074,USR1074,SPT1814200,2023-01-02,28873.07
TAX1580075,USR8912,SPT1398345,2022-03-13,5750.4
TAX1580076,USR7498,SPT916112,2023-12-09,37780.05
TAX1580077,USR1599,SPT1238595,2023-04-13,9531.72
TAX1580078,USR8869,SPT1382473,2022-09-12,20586.69
TAX1580079,USR5260,SPT595620,2022-05-16,47963.68
TAX1580080,USR1055,SPT1871182,2023-05-10,6234.25
TAX1580081,USR9520,SPT1728063,2023-12-26,5914.31
TAX1580082,USR7768,SPT1412442,2023-01-07,47528.0
TAX1580083,USR8637,SPT671223,2022-06-22,44098.01
TAX1580084,USR4299,SPT888121,2023-02-19,7226.43
TAX1580085,USR5546,SPT751256,2022-08-17,7182.89
TAX1580086,USR9194,SPT804951,2023-04-19,45588.13
TAX1580087,USR6267,SPT1389775,2023-01-08,8076.52
TAX1580088,USR2362,SPT121272,2022-12-31,44064.75
TAX1580089,USR110,SPT997573,2022-06-09,2614.6
TAX1580090,USR859,SPT1331417,2023-10-18,36609.11
TAX1580091,USR4502,SPT888151,2023-06-21,14848.95
TAX1580092,USR275,SPT1237192,2023-07-05,36822.87
TAX1580093,USR9342,SPT1099426,2023-07-17,44548.01
TAX1580094,USR2386,SPT1299737,2023-02-27,8199.0
TAX1580095,USR8485,SPT188431,2022-05-06,7536.99
TAX1580096,USR2223,SPT1319706,2023-11-11,45279.07
TAX1580097,USR3426,SPT129749,2022-03-23,38933.65
TAX1580098,USR4394,SPT473160,2023-02-22,46992.62
TAX1580099,USR4538,SPT582055,2023-02-07,3429.12
TAX1580100,USR1630,SPT1284261,2023-05-03,16971.69
TAX1580101,USR2152,SPT975138,2022-02-17,42932.49
TAX1580102,USR7507,SPT992854,2023-10-22,42861.7
TAX1580103,USR3595,SPT872319,2023-09-10,23325.83
TAX1580104,USR917,SPT1992232,2022-03-07,46930.16
TAX1580105,USR641,SPT1013482,2023-03-09,13299.73
TAX1580106,USR2840,SPT554776,2022-11-19,48725.38
TAX1580107,USR1514,SPT1864693,2022-03-15,3346.79
TAX1580108,USR9081,SPT1587961,2023-12-12,4103.51
TAX1580109,USR178,SPT814647,2022-10-04,24946.53
TAX1580110,USR3387,SPT735914,2023-08-28,4485.46
TAX1580111,USR4205,SPT535611,2022-07-24,8644.89
TAX1580112,USR5906,SPT1140395,2024-01-05,47343.19
TAX1580113,USR7044,SPT204772,2022-03-26,25325.1
TAX1580114,USR3090,SPT1713706,2023-12-15,1037.29
TAX1580115,USR9,SPT1043379,2023-09-07,35851.78
TAX1580116,USR1549,SPT1943355,2023-08-06,10939.83
TAX1580117,USR8072,SPT1198125,2023-10-22,4912.7
TAX1580118,USR8054,SPT1561058,2022-04-12,2633.44
TAX1580119,USR3328,SPT322677,2023-01-13,15061.26
TAX1580120,USR6193,SPT1502088,2023-08-10,29280.28
TAX1580121,USR3223,SPT1405517,2023-06-20,29265.72
TAX1580122,USR2041,SPT1907373,2023-06-25,39865.51
TAX1580123,USR6452,SPT455791,2024-01-18,45544.39
TAX1580124,USR7769,SPT1385887,2023-11-14,36710.79
TAX1580125,USR8470,SPT601853,2022-08-22,23126.1
TAX1580126,USR8957,SPT1446963,2023-05-08,15991.26
TAX1580127,USR4431,SPT850305,2022-12-29,45698.03
TAX1580128,USR1517,SPT1494538,2023-04-21,43746.95
TAX1580129,USR1985,SPT1053101,2023-03-15,23474.07
TAX1580130,USR1719,SPT1758748,2023-11-13,43248.07
TAX1580131,USR5272,SPT1173145,2023-06-27,17786.65
TAX1580132,USR537,SPT1973856,2022-04-22,28063.69
TAX1580133,USR8658,SPT646702,2024-01-28,38194.19
TAX1580134,USR8015,SPT1149660,2022-06-28,22778.86
TAX1580135,USR8378,SPT1881170,2022-04-12,14150.4
TAX1580136,USR1730,SPT342529,2023-08-27,29912.24
TAX1580137,USR3963,SPT615942,2022-02-23,2882.46
TAX1580138,USR5315,SPT423323,2023-05-17,1225.41
TAX1580139,USR2739,SPT93931,2023-04-14,4684.56
TAX1580140,USR1938,SPT444302,2023-04-27,40745.69
TAX1580141,USR2104,SPT1199215,2023-02-22,20902.14
TAX1580142,USR2300,SPT1248547,2023-10-07,20312.54
TAX1580143,USR6506,SPT3380,2022-03-23,40155.3
TAX1580144,USR4279,SPT887090,2024-01-26,29383.75
TAX1580145,USR2062,SPT1851455,2023-11-30,16043.37
TAX1580146,USR8860,SPT300854,2022-09-22,13178.48
TAX1580147,USR9676,SPT1076883,2023-10-22,34506.55
TAX1580148,USR2741,SPT1723543,2022-07-11,4524.0
TAX1580149,USR3877,SPT1079121,2023-06-23,8608.07
TAX1580150,USR3600,SPT1062981,2022-09-12,46926.8
TAX1580151,USR981,SPT626104,2023-03-08,6496.06
TAX1580152,USR9658,SPT656090,2023-08-20,21376.48
TAX1580153,USR5094,SPT570620,2023-09-27,12889.12
TAX1580154,USR1829,SPT967768,2023-12-30,35093.3
TAX1580155,USR6634,SPT1931975,2022-06-03,4551.0
TAX1580156,USR2063,SPT783051,2022-12-22,5824.12
TAX1580157,USR1192,SPT1379365,2023-04-24,37344.03
TAX1580158,USR3497,SPT210652,2023-12-27,40831.66
TAX1580159,USR396,SPT1471543,2024-01-26,31126.83
TAX1580160,USR3989,SPT67808,2023-08-31,11850.67
TAX1580161,USR5617,SPT228381,2022-02-15,48861.36
TAX1580162,USR699,SPT956529,2022-05-30,10169.1
