ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX420001,USR2130,SPT1734953,2022-11-01,28195.06
TAX420002,USR4413,SPT436604,2023-05-29,31585.46
TAX420003,USR8711,SPT1218981,2023-07-14,17208.93
TAX420004,USR1565,SPT1234609,2022-07-24,20022.07
TAX420005,USR9143,SPT633425,2022-03-30,46891.05
TAX420006,USR9355,SPT1431025,2022-06-30,46770.51
TAX420007,USR5603,SPT1116203,2023-10-20,24206.92
TAX420008,USR4861,SPT1744363,2023-02-20,17492.43
TAX420009,USR9446,SPT1468063,2023-09-27,18556.46
TAX420010,USR6629,SPT1776841,2023-06-23,37999.99
TAX420011,USR9518,SPT1703183,2022-10-29,19844.16
TAX420012,USR3951,SPT1715368,2022-03-30,23492.03
TAX420013,USR2175,SPT319837,2023-07-14,39646.75
TAX420014,USR6207,SPT759399,2022-10-19,6507.22
TAX420015,USR3413,SPT892783,2023-01-16,46484.74
TAX420016,USR8796,SPT1825592,2023-04-26,1255.74
TAX420017,USR5536,SPT891333,2023-09-22,26642.39
TAX420018,USR5562,SPT721789,2022-04-19,20187.37
TAX420019,USR2439,SPT1793257,2023-07-20,27085.26
TAX420020,USR3482,SPT164002,2023-05-09,7063.06
TAX420021,USR6877,SPT444683,2023-12-23,36151.65
TAX420022,USR6106,SPT1627105,2022-03-11,8389.26
TAX420023,USR1050,SPT937020,2022-10-20,8826.17
TAX420024,USR4835,SPT1523995,2022-02-21,33353.25
TAX420025,USR345,SPT1109493,2022-11-10,47615.33
TAX420026,USR492,SPT297624,2023-11-29,8524.94
TAX420027,USR3594,SPT1035245,2023-01-16,44147.12
TAX420028,USR5259,SPT980164,2023-10-23,7695.59
TAX420029,USR3727,SPT1207940,2023-11-25,30535.57
TAX420030,USR9621,SPT570537,2023-01-11,5897.81
TAX420031,USR5433,SPT1833588,2022-12-29,30505.43
TAX420032,USR9080,SPT417318,2024-02-05,41242.79
TAX420033,USR6572,SPT1175223,2023-12-06,16213.84
TAX420034,USR5610,SPT1415050,2022-10-02,29806.97
TAX420035,USR6148,SPT350711,2023-05-17,41090.69
TAX420036,USR6205,SPT1736389,2022-03-08,47343.83
TAX420037,USR7374,SPT539206,2023-09-09,29611.97
TAX420038,USR537,SPT515346,2023-06-22,46593.14
TAX420039,USR717,SPT1474616,2022-12-30,49659.82
TAX420040,USR165,SPT556972,2023-12-06,16273.25
TAX420041,USR2026,SPT596529,2022-06-30,43458.35
TAX420042,USR9746,SPT277718,2022-09-17,31256.41
TAX420043,USR498,SPT290458,2023-06-29,9251.91
TAX420044,USR8701,SPT1703917,2022-03-12,45447.72
TAX420045,USR7390,SPT1667182,2023-06-23,46768.89
TAX420046,USR1400,SPT1924243,2022-05-25,18968.4
TAX420047,USR1515,SPT1562272,2022-09-06,14163.59
TAX420048,USR9708,SPT1296434,2023-12-01,10382.84
TAX420049,USR2930,SPT766006,2024-01-04,12265.76
TAX420050,USR5411,SPT52700,2022-12-28,43146.53
