ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX620001,USR1897,SPT1056135,2022-11-26,1663.64
TAX620002,USR3532,SPT1187323,2023-02-26,5858.59
TAX620003,USR368,SPT1280261,2022-04-25,31784.04
TAX620004,USR9195,SPT1927644,2022-06-16,33468.14
TAX620005,USR1545,SPT1930819,2023-10-20,31478.99
TAX620006,USR5726,SPT227051,2023-08-04,29769.44
TAX620007,USR8913,SPT525784,2022-04-13,14839.64
TAX620008,USR9676,SPT1850460,2022-09-08,33245.33
TAX620009,USR7604,SPT1681199,2022-10-14,37009.75
TAX620010,USR3989,SPT841884,2022-11-16,23256.1
TAX620011,USR420,SPT739123,2023-08-28,6601.08
TAX620012,USR1107,SPT1984990,2023-07-22,10786.99
TAX620013,USR438,SPT1760535,2024-01-07,8827.34
TAX620014,USR8050,SPT1733601,2022-02-11,40487.76
TAX620015,USR5376,SPT1455991,2022-03-06,30258.31
TAX620016,USR3400,SPT1185890,2023-05-13,44357.87
TAX620017,USR605,SPT688349,2023-07-14,24968.06
TAX620018,USR1660,SPT312936,2023-07-28,7618.39
TAX620019,USR6438,SPT1528442,2022-08-14,22669.03
TAX620020,USR1409,SPT1750366,2022-06-16,14067.44
TAX620021,USR6082,SPT891585,2022-03-03,37176.94
TAX620022,USR2606,SPT412472,2023-03-15,21972.63
TAX620023,USR7707,SPT1855183,2022-05-03,23275.02
TAX620024,USR1135,SPT1889875,2023-02-27,27017.78
TAX620025,USR1524,SPT621167,2022-04-13,18753.87
TAX620026,USR7572,SPT1547397,2023-06-17,8647.62
TAX620027,USR9878,SPT729568,2022-08-08,1700.09
TAX620028,USR4934,SPT1583171,2023-12-08,45621.44
TAX620029,USR4020,SPT1403524,2023-11-27,8156.17
TAX620030,USR4333,SPT280408,2023-02-27,13284.93
TAX620031,USR6624,SPT894403,2022-09-24,23645.77
TAX620032,USR4922,SPT275709,2022-05-24,8063.15
TAX620033,USR4078,SPT742369,2023-12-13,13616.24
TAX620034,USR4121,SPT1943541,2023-06-17,35506.38
TAX620035,USR2098,SPT610013,2023-06-30,16814.09
TAX620036,USR5891,SPT1527768,2023-08-23,22832.38
TAX620037,USR1374,SPT628343,2022-12-13,27466.8
TAX620038,USR1096,SPT1487521,2023-12-17,17420.03
TAX620039,USR9470,SPT1559894,2024-01-25,5043.84
TAX620040,USR6266,SPT1174731,2022-10-19,19899.4
TAX620041,USR3896,SPT535874,2022-03-24,44909.61
TAX620042,USR3267,SPT720069,2022-06-11,10870.6
TAX620043,USR6186,SPT239025,2023-08-25,38610.69
TAX620044,USR5260,SPT1378231,2024-01-11,10261.14
TAX620045,USR4301,SPT1853679,2023-11-24,22876.76
TAX620046,USR2343,SPT697844,2022-06-19,3723.8
TAX620047,USR9004,SPT1894905,2022-04-16,14253.21
TAX620048,USR3926,SPT1023408,2022-06-28,20938.48
TAX620049,USR5469,SPT1429320,2022-05-03,18950.75
TAX620050,USR3260,SPT1552459,2022-03-01,34494.4
TAX620051,USR8566,SPT1946805,2022-09-16,15123.02
TAX620052,USR6396,SPT911539,2023-01-23,35324.65
TAX620053,USR3093,SPT1792991,2023-02-22,6314.87
TAX620054,USR6196,SPT287717,2022-08-17,26416.9
TAX620055,USR3469,SPT1529575,2022-02-19,30136.16
TAX620056,USR9703,SPT752200,2023-04-12,41850.74
TAX620057,USR1350,SPT1490952,2024-01-24,18730.49
TAX620058,USR7965,SPT607411,2022-03-07,32816.64
TAX620059,USR2950,SPT353354,2023-10-13,35350.68
TAX620060,USR6052,SPT1685763,2023-10-25,23322.78
TAX620061,USR3498,SPT306382,2023-11-03,25815.03
TAX620062,USR4452,SPT1952738,2023-04-21,44250.58
TAX620063,USR6617,SPT1565960,2023-04-20,1647.34
TAX620064,USR1301,SPT164118,2023-11-27,16017.45
TAX620065,USR1775,SPT1317631,2024-01-16,9780.01
TAX620066,USR7180,SPT1030615,2023-12-10,27299.83
TAX620067,USR8861,SPT1919274,2022-05-10,19425.73
TAX620068,USR436,SPT518820,2022-08-12,22562.95
TAX620069,USR9018,SPT1403835,2022-10-18,31904.55
TAX620070,USR7265,SPT1290037,2022-05-19,23789.46
TAX620071,USR6889,SPT1996586,2024-01-24,40556.41
