ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1000001,USR6611,SPT724184,2022-09-04,48467.19
TAX1000002,USR2653,SPT1248275,2023-01-11,43327.0
TAX1000003,USR2689,SPT1220671,2023-06-07,2999.22
TAX1000004,USR1849,SPT1729322,2022-07-10,43804.7
TAX1000005,USR5902,SPT480723,2023-03-26,19266.11
TAX1000006,USR9960,SPT284184,2023-07-20,2945.17
TAX1000007,USR3445,SPT131382,2022-07-24,11958.73
TAX1000008,USR5929,SPT496622,2023-09-12,41993.45
TAX1000009,USR252,SPT703707,2022-08-13,22048.37
TAX1000010,USR3288,SPT386512,2022-07-15,32790.5
TAX1000011,USR133,SPT1343219,2022-03-20,23905.27
TAX1000012,USR6146,SPT1208668,2022-02-13,32726.97
TAX1000013,USR4890,SPT966497,2023-08-09,29446.32
TAX1000014,USR9009,SPT574739,2022-11-20,35150.92
TAX1000015,USR5400,SPT1231223,2022-04-09,6806.37
TAX1000016,USR271,SPT1383997,2022-04-23,28814.85
TAX1000017,USR6228,SPT725510,2022-06-15,33699.42
TAX1000018,USR1609,SPT425429,2023-10-11,7161.43
TAX1000019,USR921,SPT1995600,2023-02-08,12740.02
TAX1000020,USR3815,SPT590828,2022-05-31,45997.93
TAX1000021,USR8441,SPT1161267,2022-10-17,16986.3
TAX1000022,USR6434,SPT1050032,2023-12-17,21964.51
TAX1000023,USR9524,SPT1482031,2024-01-30,33390.27
TAX1000024,USR5112,SPT1626418,2023-06-21,15637.24
TAX1000025,USR3565,SPT288782,2022-07-28,43478.79
TAX1000026,USR2955,SPT358702,2022-10-26,6113.54
TAX1000027,USR8524,SPT751210,2022-09-12,5261.73
TAX1000028,USR7656,SPT1485528,2022-12-06,33109.37
TAX1000029,USR398,SPT56561,2023-11-26,46223.17
TAX1000030,USR6662,SPT706654,2023-02-28,22865.64
TAX1000031,USR965,SPT695586,2022-02-09,19463.85
TAX1000032,USR3226,SPT19348,2023-01-22,9748.03
TAX1000033,USR8391,SPT1653196,2022-08-11,4909.06
TAX1000034,USR521,SPT1020646,2023-03-26,25031.92
TAX1000035,USR8150,SPT1621806,2022-03-01,46398.76
TAX1000036,USR5425,SPT1433925,2023-09-25,39905.98
TAX1000037,USR3799,SPT750294,2022-12-19,39786.85
TAX1000038,USR6060,SPT456931,2023-07-30,42185.15
TAX1000039,USR4236,SPT25190,2022-03-22,34899.76
TAX1000040,USR5668,SPT1976606,2023-11-12,41076.91
TAX1000041,USR1502,SPT992910,2023-08-04,22992.45
TAX1000042,USR963,SPT32384,2022-04-26,10728.06
TAX1000043,USR2001,SPT1717631,2022-06-25,6827.31
TAX1000044,USR3531,SPT1951318,2023-06-28,39360.15
TAX1000045,USR7756,SPT988061,2023-01-27,5757.67
TAX1000046,USR3938,SPT1939994,2023-10-21,26727.39
TAX1000047,USR3603,SPT1344166,2023-07-14,10077.55
TAX1000048,USR6209,SPT1166225,2022-10-20,33310.9
TAX1000049,USR8701,SPT1721754,2022-03-01,18548.89
TAX1000050,USR2565,SPT1184227,2023-06-29,14820.57
TAX1000051,USR6150,SPT1639881,2023-07-03,29030.48
TAX1000052,USR316,SPT507024,2022-12-29,8373.14
TAX1000053,USR1355,SPT501461,2023-03-18,43301.23
TAX1000054,USR2633,SPT816853,2024-02-04,35184.3
TAX1000055,USR5692,SPT164529,2022-10-29,5548.99
TAX1000056,USR7243,SPT156438,2023-04-15,24567.18
TAX1000057,USR5769,SPT1550616,2022-04-13,17441.36
TAX1000058,USR6414,SPT1573967,2022-11-02,36065.62
TAX1000059,USR7255,SPT1373951,2022-07-21,3006.86
TAX1000060,USR5024,SPT1384053,2023-12-04,43476.11
TAX1000061,USR9020,SPT113614,2023-03-17,15230.45
TAX1000062,USR8309,SPT671862,2023-10-15,12434.82
TAX1000063,USR5339,SPT651927,2023-06-08,26235.24
TAX1000064,USR4169,SPT1253225,2023-03-06,16858.26
TAX1000065,USR6784,SPT1167533,2023-06-04,5621.49
TAX1000066,USR9736,SPT613448,2023-07-10,6724.42
TAX1000067,USR2631,SPT1060665,2022-03-18,37347.3
TAX1000068,USR8713,SPT1095930,2023-02-16,35930.71
TAX1000069,USR1743,SPT775432,2024-02-08,11217.01
TAX1000070,USR1358,SPT315633,2024-01-03,42789.56
TAX1000071,USR4352,SPT1969719,2023-07-30,46314.82
TAX1000072,USR6255,SPT253589,2023-11-08,47564.91
TAX1000073,USR6143,SPT1490571,2023-02-23,22288.56
TAX1000074,USR9240,SPT615513,2023-03-01,39099.03
TAX1000075,USR1934,SPT1373003,2022-05-06,9269.31
TAX1000076,USR4306,SPT1068696,2022-05-28,28758.09
TAX1000077,USR4116,SPT1379301,2022-03-11,42625.38
TAX1000078,USR5263,SPT811984,2022-12-03,40404.49
TAX1000079,USR3318,SPT1317974,2022-12-24,12381.68
TAX1000080,USR3700,SPT425393,2023-06-05,39459.7
TAX1000081,USR3781,SPT1520159,2023-06-27,14655.64
TAX1000082,USR7745,SPT566134,2022-11-10,37909.92
TAX1000083,USR375,SPT1614025,2023-03-18,38827.69
TAX1000084,USR5232,SPT179939,2023-08-19,37472.01
TAX1000085,USR2204,SPT689140,2023-03-13,27135.82
TAX1000086,USR3048,SPT1098658,2022-12-26,12271.56
TAX1000087,USR6249,SPT321115,2023-02-20,8320.27
TAX1000088,USR3149,SPT19793,2022-12-05,47448.51
TAX1000089,USR9088,SPT1891969,2023-08-13,2929.88
TAX1000090,USR3334,SPT1168238,2022-09-19,28254.92
