ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX780001,USR3977,SPT1080226,2022-04-13,49474.88
TAX780002,USR1888,SPT1155800,2022-06-04,44639.55
TAX780003,USR1053,SPT4110,2022-12-14,11347.71
TAX780004,USR8905,SPT191885,2022-12-19,40536.21
TAX780005,USR6774,SPT1486133,2023-01-20,46296.05
TAX780006,USR3905,SPT1853345,2022-05-12,46764.11
TAX780007,USR4366,SPT1754793,2022-03-23,25886.2
TAX780008,USR7426,SPT911399,2023-02-16,12680.48
TAX780009,USR3862,SPT1418654,2023-07-24,37842.04
TAX780010,USR8581,SPT1739425,2022-04-14,16026.04
TAX780011,USR1664,SPT137929,2022-10-04,25826.95
TAX780012,USR7043,SPT678959,2024-02-01,16952.18
TAX780013,USR7631,SPT1078966,2023-05-21,21942.77
TAX780014,USR5738,SPT1680269,2023-05-15,44355.35
TAX780015,USR7343,SPT327671,2024-01-19,22049.07
TAX780016,USR980,SPT1539814,2023-10-19,18364.29
TAX780017,USR4992,SPT1713329,2022-05-22,49181.77
TAX780018,USR2614,SPT1348799,2022-10-12,40765.01
TAX780019,USR4683,SPT452416,2023-05-20,40216.4
TAX780020,USR5806,SPT196704,2022-08-01,48199.34
TAX780021,USR4212,SPT1483747,2023-06-20,26890.19
TAX780022,USR2865,SPT1634255,2022-08-10,49607.44
TAX780023,USR2996,SPT499217,2023-07-23,39375.28
TAX780024,USR4519,SPT685188,2022-07-09,36172.01
TAX780025,USR4591,SPT204983,2023-01-02,40383.55
TAX780026,USR6799,SPT862065,2024-01-08,20799.58
TAX780027,USR5345,SPT748780,2023-04-23,9706.91
TAX780028,USR9373,SPT190265,2023-12-06,4598.1
TAX780029,USR931,SPT1502758,2022-04-09,39194.97
TAX780030,USR4882,SPT1599135,2023-01-31,45859.4
TAX780031,USR7189,SPT534916,2023-04-30,40821.16
TAX780032,USR7211,SPT1179350,2022-08-21,18508.11
TAX780033,USR7383,SPT1354755,2024-01-25,3358.25
TAX780034,USR9813,SPT1065913,2023-08-19,5417.49
TAX780035,USR1189,SPT121173,2022-03-16,29705.5
TAX780036,USR8417,SPT663944,2022-08-09,8371.16
TAX780037,USR2893,SPT606179,2022-10-21,44147.29
TAX780038,USR6223,SPT351377,2022-03-13,24622.15
TAX780039,USR1638,SPT1412110,2023-07-22,46888.71
TAX780040,USR1907,SPT190506,2022-12-21,13686.91
TAX780041,USR1374,SPT497383,2022-08-22,25933.58
TAX780042,USR218,SPT261853,2022-07-15,48531.28
TAX780043,USR7452,SPT1291538,2023-06-15,27844.41
TAX780044,USR9347,SPT154132,2023-11-10,37607.3
TAX780045,USR1395,SPT892083,2023-03-10,47974.49
TAX780046,USR2244,SPT252091,2022-10-14,31236.32
TAX780047,USR6592,SPT954282,2022-12-16,38289.35
TAX780048,USR9000,SPT1439252,2023-12-31,27651.91
TAX780049,USR5921,SPT1900249,2022-05-09,23126.51
TAX780050,USR3240,SPT769899,2023-11-30,48740.55
TAX780051,USR9357,SPT1295705,2022-07-17,39939.73
TAX780052,USR9640,SPT1000908,2023-04-16,4859.18
TAX780053,USR7610,SPT823373,2022-08-31,39812.35
TAX780054,USR3184,SPT524457,2023-04-23,25866.45
TAX780055,USR6556,SPT396833,2022-06-19,28384.69
TAX780056,USR693,SPT193108,2023-11-22,45716.12
TAX780057,USR5375,SPT1375591,2022-02-09,17150.95
TAX780058,USR7801,SPT277773,2022-05-04,30643.42
