ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1420001,USR7813,SPT343262,2022-08-20,5012.56
TAX1420002,USR1958,SPT808988,2024-01-11,22413.24
TAX1420003,USR8652,SPT26556,2023-12-15,36061.75
TAX1420004,USR9446,SPT552820,2022-03-12,49702.13
TAX1420005,USR637,SPT389979,2022-11-06,11216.34
TAX1420006,USR7812,SPT1189753,2023-05-13,39930.63
TAX1420007,USR9281,SPT834321,2023-01-08,42815.65
TAX1420008,USR3563,SPT158375,2022-10-13,33928.96
TAX1420009,USR3636,SPT842102,2022-03-08,37961.18
TAX1420010,USR2262,SPT1688512,2023-05-18,6536.17
TAX1420011,USR3603,SPT1149367,2022-11-28,8667.49
TAX1420012,USR9657,SPT778003,2022-04-30,34003.86
TAX1420013,USR8475,SPT1575880,2022-09-23,37241.03
TAX1420014,USR5845,SPT1982801,2022-04-28,6665.35
TAX1420015,USR4779,SPT1743128,2022-07-29,22352.94
TAX1420016,USR5644,SPT933159,2022-05-12,2492.35
TAX1420017,USR3291,SPT923749,2023-08-26,29199.56
TAX1420018,USR8628,SPT1816507,2022-06-29,11472.07
TAX1420019,USR5639,SPT1307209,2022-10-24,40708.39
TAX1420020,USR3115,SPT517721,2022-09-09,16164.13
TAX1420021,USR8908,SPT974018,2023-11-02,15239.24
TAX1420022,USR3540,SPT1993850,2023-01-29,49696.26
TAX1420023,USR2943,SPT1180657,2023-08-01,45806.07
TAX1420024,USR5272,SPT1224156,2023-12-14,3484.04
TAX1420025,USR5202,SPT97264,2023-01-26,15507.33
TAX1420026,USR5739,SPT1379383,2023-10-11,30078.56
TAX1420027,USR6392,SPT1398204,2023-04-25,20347.44
TAX1420028,USR6011,SPT934109,2023-07-03,10152.52
TAX1420029,USR7912,SPT421203,2023-11-04,26300.33
TAX1420030,USR3979,SPT871558,2023-09-28,31035.89
TAX1420031,USR5890,SPT1545556,2022-08-26,41386.94
TAX1420032,USR3988,SPT1463364,2023-07-21,44715.49
TAX1420033,USR2749,SPT645969,2023-01-24,21229.81
TAX1420034,USR3511,SPT543302,2023-04-27,47237.32
TAX1420035,USR921,SPT1763934,2022-07-23,12357.04
TAX1420036,USR4206,SPT320523,2023-05-15,38413.97
TAX1420037,USR7039,SPT935747,2022-11-14,16892.54
TAX1420038,USR5910,SPT893956,2023-12-05,42494.21
TAX1420039,USR9133,SPT893416,2022-07-09,48250.15
TAX1420040,USR4841,SPT753489,2023-05-10,36248.0
TAX1420041,USR970,SPT1102711,2022-07-17,15174.89
TAX1420042,USR8706,SPT85439,2023-03-08,31184.42
TAX1420043,USR8006,SPT239447,2022-11-30,11640.58
TAX1420044,USR9393,SPT584369,2022-07-19,42239.79
TAX1420045,USR8780,SPT1814282,2022-09-08,21647.55
TAX1420046,USR3793,SPT1000830,2022-03-17,43874.22
TAX1420047,USR5048,SPT731360,2023-02-21,10806.83
TAX1420048,USR8192,SPT945101,2024-01-01,19691.22
TAX1420049,USR5890,SPT1100149,2022-06-27,25105.17
TAX1420050,USR8747,SPT1419845,2022-05-02,16809.36
TAX1420051,USR4784,SPT693907,2023-10-26,43246.18
TAX1420052,USR3471,SPT1730223,2022-11-22,31672.71
TAX1420053,USR2926,SPT461554,2023-06-18,1778.74
TAX1420054,USR3156,SPT1308168,2022-08-15,47761.95
TAX1420055,USR9877,SPT1200989,2022-10-27,47675.05
TAX1420056,USR9148,SPT362280,2023-03-01,7300.88
TAX1420057,USR7511,SPT1939898,2022-07-17,31755.09
TAX1420058,USR6878,SPT719116,2022-04-06,10792.34
TAX1420059,USR6227,SPT1326488,2023-07-25,47996.62
TAX1420060,USR1303,SPT783161,2022-11-13,1579.49
