ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX400001,USR2366,SPT1529841,2022-09-14,35522.75
TAX400002,USR3998,SPT214137,2024-02-07,9252.35
TAX400003,USR5713,SPT1338537,2022-08-28,18715.93
TAX400004,USR7928,SPT1932594,2023-10-18,1681.8
TAX400005,USR3084,SPT205175,2022-06-25,11643.79
TAX400006,USR8874,SPT1788126,2023-06-18,23235.56
TAX400007,USR908,SPT1473390,2023-05-09,23315.31
TAX400008,USR1642,SPT605698,2022-03-02,28781.43
TAX400009,USR2769,SPT1435231,2023-04-30,27307.05
TAX400010,USR7952,SPT699515,2022-12-08,36304.32
TAX400011,USR940,SPT1171159,2023-04-25,40892.8
TAX400012,USR1020,SPT910639,2023-12-29,12212.95
TAX400013,USR3072,SPT842761,2022-09-06,29845.15
TAX400014,USR8770,SPT1347678,2023-06-28,23604.89
TAX400015,USR7902,SPT1327684,2022-03-06,45013.02
TAX400016,USR703,SPT1868016,2022-03-27,16900.67
TAX400017,USR4027,SPT307475,2022-02-22,28939.03
TAX400018,USR2490,SPT729447,2023-07-01,8444.79
TAX400019,USR795,SPT178014,2023-11-07,15940.65
TAX400020,USR5071,SPT59746,2022-04-23,12731.01
TAX400021,USR6719,SPT1702251,2023-03-26,35116.81
TAX400022,USR8557,SPT1156785,2022-03-14,41594.73
TAX400023,USR8035,SPT1186843,2023-11-25,38158.08
TAX400024,USR8327,SPT1327488,2023-05-30,46108.56
TAX400025,USR6831,SPT792488,2023-02-19,46101.25
TAX400026,USR3320,SPT21072,2023-11-05,20455.82
TAX400027,USR3041,SPT1414363,2024-01-31,45829.53
TAX400028,USR1626,SPT1637625,2023-09-04,34414.31
TAX400029,USR6208,SPT682879,2022-06-03,44666.98
TAX400030,USR4355,SPT20278,2022-11-07,16577.89
TAX400031,USR9824,SPT1282060,2023-11-03,16762.57
TAX400032,USR6249,SPT505247,2023-10-30,32008.81
TAX400033,USR3995,SPT1815321,2023-04-23,46755.6
TAX400034,USR1806,SPT1049793,2022-07-28,7318.34
TAX400035,USR3977,SPT1504980,2022-08-30,15232.11
TAX400036,USR9785,SPT271144,2023-10-17,33552.85
TAX400037,USR6439,SPT656645,2023-12-08,45369.79
TAX400038,USR9991,SPT20224,2022-11-23,14779.89
TAX400039,USR8854,SPT63265,2022-12-11,35256.82
TAX400040,USR4341,SPT1471267,2022-09-17,33867.5
TAX400041,USR8382,SPT983144,2022-07-26,34959.27
TAX400042,USR5975,SPT1159000,2023-12-12,12265.68
TAX400043,USR9275,SPT770694,2023-11-21,19231.24
TAX400044,USR6440,SPT969030,2022-06-21,26253.64
TAX400045,USR2547,SPT39920,2023-12-07,18033.87
TAX400046,USR5023,SPT1754639,2023-11-21,41050.02
TAX400047,USR8193,SPT1349451,2023-08-09,28418.59
