ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1640001,USR544,SPT963948,2023-08-24,17055.5
TAX1640002,USR7392,SPT1998218,2023-11-24,3684.89
TAX1640003,USR1267,SPT1003452,2022-12-07,7989.74
TAX1640004,USR3133,SPT470374,2023-09-21,49235.98
TAX1640005,USR9630,SPT1595292,2023-08-16,44822.32
TAX1640006,USR1924,SPT24885,2022-08-28,22590.63
TAX1640007,USR9123,SPT793204,2022-10-15,3077.92
TAX1640008,USR4518,SPT650042,2022-03-20,20613.1
TAX1640009,USR3644,SPT856761,2023-07-30,23983.77
TAX1640010,USR5956,SPT721780,2023-05-08,44879.41
TAX1640011,USR7010,SPT733728,2022-08-02,14102.1
TAX1640012,USR8807,SPT1245918,2023-02-09,46232.27
TAX1640013,USR6466,SPT402598,2022-08-03,17108.16
TAX1640014,USR9359,SPT1813765,2022-07-25,48776.24
TAX1640015,USR1640,SPT623889,2023-12-07,15688.72
TAX1640016,USR481,SPT1659355,2024-01-11,33350.07
TAX1640017,USR5941,SPT162220,2024-02-08,7693.21
TAX1640018,USR7557,SPT1641567,2023-10-20,18747.39
TAX1640019,USR1614,SPT1027898,2023-10-05,47074.98
TAX1640020,USR7748,SPT1832654,2023-04-08,1411.24
TAX1640021,USR7462,SPT354569,2023-12-07,24660.91
TAX1640022,USR5839,SPT781684,2023-05-23,25837.57
TAX1640023,USR6782,SPT856356,2022-12-11,19746.81
TAX1640024,USR7533,SPT1854257,2023-08-19,41014.44
TAX1640025,USR366,SPT427134,2023-05-05,32220.03
TAX1640026,USR5249,SPT1478725,2022-08-14,49402.63
TAX1640027,USR9863,SPT1320158,2023-06-20,47569.77
TAX1640028,USR7987,SPT472651,2022-11-27,33206.55
TAX1640029,USR4258,SPT257959,2022-06-06,18065.77
TAX1640030,USR1223,SPT1632632,2022-10-18,35049.45
TAX1640031,USR5222,SPT1247372,2023-02-25,13293.17
TAX1640032,USR5408,SPT1894478,2023-02-06,10473.33
TAX1640033,USR7841,SPT1542239,2022-09-15,33018.35
TAX1640034,USR6059,SPT528537,2024-01-29,33693.66
TAX1640035,USR2819,SPT1854109,2022-04-26,37314.32
TAX1640036,USR9288,SPT1411745,2022-07-14,43186.91
TAX1640037,USR619,SPT515298,2023-10-29,47146.41
TAX1640038,USR7721,SPT1030057,2023-01-08,45322.21
TAX1640039,USR4442,SPT259435,2022-12-02,23138.58
