ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX520001,USR5206,SPT1791458,2023-06-09,17092.04
TAX520002,USR2236,SPT367868,2023-08-01,18505.72
TAX520003,USR6473,SPT1474378,2023-01-20,20335.09
TAX520004,USR405,SPT1668224,2022-05-07,8390.93
TAX520005,USR7346,SPT757772,2022-10-29,43723.43
TAX520006,USR976,SPT746602,2022-12-15,27820.27
TAX520007,USR809,SPT883987,2023-05-19,26781.38
TAX520008,USR2434,SPT1837533,2022-07-15,43902.93
TAX520009,USR7553,SPT1883808,2022-09-07,8796.84
TAX520010,USR64,SPT235488,2022-12-22,16202.22
TAX520011,USR6841,SPT769130,2023-08-03,44812.73
TAX520012,USR2449,SPT1860112,2022-11-28,38808.22
TAX520013,USR2066,SPT787504,2022-08-19,25181.49
TAX520014,USR137,SPT594773,2022-12-19,37045.72
TAX520015,USR8598,SPT816269,2023-01-25,2837.87
TAX520016,USR8996,SPT1556103,2023-12-30,48514.31
TAX520017,USR6608,SPT339842,2022-07-29,6922.74
TAX520018,USR9051,SPT833319,2023-07-04,8540.93
TAX520019,USR2609,SPT542443,2024-02-05,39533.22
TAX520020,USR5310,SPT1140955,2023-10-02,4425.75
TAX520021,USR647,SPT43452,2022-06-03,4006.31
TAX520022,USR5078,SPT405201,2023-01-29,42217.73
TAX520023,USR204,SPT686483,2023-04-04,24471.3
TAX520024,USR9081,SPT1032017,2023-04-13,8185.51
TAX520025,USR7995,SPT35795,2022-03-10,43159.22
TAX520026,USR9255,SPT1451488,2022-10-24,25002.49
TAX520027,USR4282,SPT1750985,2023-09-12,15416.41
TAX520028,USR6284,SPT236336,2023-07-11,23551.7
TAX520029,USR4779,SPT1789080,2024-01-24,35964.55
TAX520030,USR393,SPT746058,2022-11-02,38212.83
TAX520031,USR8671,SPT1826103,2022-04-13,27543.78
TAX520032,USR5981,SPT326160,2023-09-05,26237.51
TAX520033,USR2022,SPT1602779,2023-11-24,25591.64
