ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX660001,USR8411,SPT176183,2022-05-10,12246.82
TAX660002,USR6169,SPT1408407,2022-09-28,24868.08
TAX660003,USR8920,SPT1593108,2023-04-21,46368.42
TAX660004,USR5184,SPT1687154,2022-03-01,23150.36
TAX660005,USR9970,SPT1171056,2023-03-04,22493.55
TAX660006,USR2032,SPT1143704,2022-12-28,36592.1
TAX660007,USR9634,SPT1732352,2023-04-13,31157.01
TAX660008,USR3710,SPT1152028,2023-03-15,3461.82
TAX660009,USR7277,SPT1721162,2023-09-25,34766.79
TAX660010,USR7567,SPT1424783,2022-02-10,10146.48
TAX660011,USR5827,SPT1023454,2022-10-10,19130.57
TAX660012,USR842,SPT426847,2023-11-26,13164.67
TAX660013,USR2024,SPT1069786,2023-07-26,35701.76
TAX660014,USR6618,SPT979734,2024-01-07,28089.85
TAX660015,USR7173,SPT1965959,2023-04-15,4681.97
TAX660016,USR8209,SPT93333,2023-04-14,16969.38
TAX660017,USR9510,SPT1467294,2023-06-24,17777.36
TAX660018,USR2405,SPT349155,2022-02-17,1531.57
TAX660019,USR1556,SPT1768501,2023-10-27,47474.01
TAX660020,USR1064,SPT633449,2023-11-19,41303.02
TAX660021,USR4039,SPT349352,2023-11-12,36576.11
TAX660022,USR91,SPT1092734,2022-03-09,28985.01
TAX660023,USR4165,SPT442874,2024-01-14,5186.68
TAX660024,USR8812,SPT731505,2022-11-03,40907.03
TAX660025,USR8702,SPT1785982,2023-12-01,1709.41
TAX660026,USR5363,SPT811005,2023-05-26,24225.3
TAX660027,USR7485,SPT452740,2022-09-17,48325.01
TAX660028,USR4554,SPT176133,2023-05-02,38615.81
TAX660029,USR3132,SPT1964319,2023-01-10,10501.16
TAX660030,USR6791,SPT1706766,2022-07-11,32640.78
TAX660031,USR7959,SPT371021,2023-03-19,24952.63
TAX660032,USR3501,SPT1930976,2022-06-11,16983.37
TAX660033,USR1893,SPT313456,2023-01-31,2159.2
TAX660034,USR6761,SPT1988806,2022-05-21,47515.36
TAX660035,USR247,SPT1303629,2022-03-17,36606.19
TAX660036,USR4672,SPT1847572,2022-07-05,35047.3
TAX660037,USR3822,SPT248413,2022-08-23,13464.08
TAX660038,USR9923,SPT1285222,2023-12-13,48534.86
TAX660039,USR4607,SPT695420,2024-01-31,40241.02
TAX660040,USR4557,SPT1862387,2022-02-12,10926.33
TAX660041,USR5018,SPT1841790,2023-05-17,14050.47
TAX660042,USR3451,SPT1817372,2022-06-16,14371.67
TAX660043,USR3859,SPT51462,2022-11-22,26735.45
TAX660044,USR9213,SPT361918,2023-01-28,36066.84
TAX660045,USR3694,SPT762624,2023-09-03,48398.0
TAX660046,USR7519,SPT628281,2023-11-29,43913.42
TAX660047,USR9595,SPT1401740,2023-07-21,20695.81
TAX660048,USR8373,SPT1517896,2023-10-04,45993.06
TAX660049,USR9513,SPT796098,2024-01-10,12649.25
TAX660050,USR9658,SPT1670277,2023-11-12,7295.94
TAX660051,USR229,SPT1714123,2023-09-06,1227.51
TAX660052,USR9423,SPT82458,2023-03-22,25678.88
TAX660053,USR569,SPT455496,2023-03-26,35029.16
TAX660054,USR8301,SPT1535716,2023-07-20,13079.08
TAX660055,USR3203,SPT417589,2023-09-02,10392.1
TAX660056,USR1262,SPT1343725,2024-01-24,10246.98
TAX660057,USR6754,SPT56479,2023-12-31,11173.44
TAX660058,USR6803,SPT1636652,2022-02-23,24312.31
TAX660059,USR5433,SPT293418,2023-02-14,3017.06
TAX660060,USR6572,SPT613406,2024-01-15,43595.47
TAX660061,USR6167,SPT26776,2023-04-17,46821.64
TAX660062,USR5710,SPT1717115,2022-06-21,32593.13
TAX660063,USR9538,SPT1841646,2023-08-01,16974.92
TAX660064,USR9655,SPT1627126,2022-03-17,24849.34
TAX660065,USR9558,SPT1901421,2023-02-21,44045.95
TAX660066,USR2308,SPT602904,2023-01-17,30294.59
TAX660067,USR3438,SPT762050,2023-05-20,1510.44
TAX660068,USR4941,SPT1863684,2022-10-04,6447.11
TAX660069,USR1437,SPT1736711,2023-08-21,20656.46
TAX660070,USR154,SPT1935668,2023-02-01,48195.52
TAX660071,USR551,SPT1722610,2023-09-13,22895.38
TAX660072,USR3676,SPT1005192,2022-08-02,21561.94
TAX660073,USR5733,SPT1597147,2023-07-15,34601.79
TAX660074,USR6387,SPT1445788,2023-07-21,34371.96
TAX660075,USR4578,SPT139554,2023-07-18,30393.98
TAX660076,USR2368,SPT1240981,2022-02-20,3751.48
TAX660077,USR7930,SPT191154,2022-06-01,16022.65
TAX660078,USR3162,SPT1616681,2022-04-27,35424.42
TAX660079,USR207,SPT1581720,2022-04-26,42475.05
TAX660080,USR9707,SPT1233747,2022-04-08,47583.56
TAX660081,USR6408,SPT1844670,2022-09-21,31084.69
TAX660082,USR4165,SPT1308821,2023-05-19,33715.15
TAX660083,USR8217,SPT557453,2023-09-30,31044.16
TAX660084,USR5282,SPT1457215,2023-01-18,30440.69
TAX660085,USR322,SPT544180,2024-01-29,47457.8
TAX660086,USR1064,SPT1173652,2022-05-14,34491.56
TAX660087,USR9182,SPT1474160,2023-11-07,19951.09
TAX660088,USR192,SPT461295,2022-04-23,11791.7
TAX660089,USR9300,SPT1792898,2022-03-21,6324.89
TAX660090,USR3356,SPT418359,2022-04-06,10968.04
TAX660091,USR3552,SPT468707,2022-09-26,20284.53
TAX660092,USR5647,SPT1712174,2024-01-18,36632.07
TAX660093,USR6917,SPT1222692,2023-08-10,12785.52
TAX660094,USR8789,SPT1710554,2023-02-04,4812.17
TAX660095,USR1520,SPT441752,2022-08-30,26547.1
TAX660096,USR8783,SPT1849727,2022-09-04,46878.8
TAX660097,USR1868,SPT1592917,2022-08-09,38247.19
TAX660098,USR6270,SPT416680,2022-09-19,13970.22
TAX660099,USR9791,SPT710503,2024-02-03,34347.29
TAX660100,USR1271,SPT189428,2022-10-09,1678.91
TAX660101,USR9621,SPT943891,2023-02-03,24021.64
TAX660102,USR8041,SPT1146335,2022-09-30,26918.19
TAX660103,USR894,SPT1429793,2022-03-02,10777.12
TAX660104,USR4265,SPT1991631,2023-11-21,14591.31
TAX660105,USR1449,SPT1439761,2022-11-27,47779.76
TAX660106,USR8287,SPT797605,2022-07-25,37756.68
TAX660107,USR5387,SPT1876552,2022-06-30,1070.0
TAX660108,USR1472,SPT1942243,2022-11-10,38644.68
TAX660109,USR6587,SPT1969875,2022-12-01,39766.28
TAX660110,USR4129,SPT626436,2023-03-25,32105.02
TAX660111,USR2066,SPT492970,2023-12-28,12374.59
TAX660112,USR2563,SPT271791,2023-09-09,5616.54
TAX660113,USR5817,SPT710312,2023-11-19,33714.87
TAX660114,USR1310,SPT1205130,2022-06-08,32335.79
