ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1300001,USR9932,SPT802356,2023-02-10,5268.68
TAX1300002,USR6519,SPT1362561,2024-01-25,11730.24
TAX1300003,USR7771,SPT4199,2023-10-17,28258.83
TAX1300004,USR3078,SPT1447963,2023-06-25,34402.15
TAX1300005,USR5775,SPT201592,2022-03-19,22121.9
TAX1300006,USR9469,SPT522986,2023-07-30,26296.37
TAX1300007,USR2287,SPT205792,2023-05-20,21201.59
TAX1300008,USR3605,SPT1973734,2023-09-15,39757.31
TAX1300009,USR6955,SPT164814,2023-02-28,36454.56
TAX1300010,USR5080,SPT402964,2023-06-21,18670.12
TAX1300011,USR1756,SPT1770188,2023-07-16,9867.24
TAX1300012,USR3092,SPT51967,2022-08-02,43666.42
TAX1300013,USR5589,SPT811801,2023-07-05,29783.85
TAX1300014,USR1806,SPT297613,2024-01-05,38632.34
TAX1300015,USR5973,SPT1866695,2022-09-28,48961.92
TAX1300016,USR5533,SPT1181712,2022-07-28,23748.65
TAX1300017,USR4240,SPT1410596,2023-07-07,48648.39
TAX1300018,USR1107,SPT713547,2024-01-12,21073.71
TAX1300019,USR1839,SPT1094745,2022-04-25,2276.43
TAX1300020,USR8888,SPT873321,2023-01-29,9386.52
TAX1300021,USR5524,SPT1458778,2022-03-12,38552.48
TAX1300022,USR823,SPT1716113,2023-08-14,13460.02
TAX1300023,USR8089,SPT626692,2023-12-15,7236.13
TAX1300024,USR2230,SPT1843711,2022-11-29,38935.89
TAX1300025,USR8694,SPT1736631,2023-09-05,1097.1
TAX1300026,USR4581,SPT576955,2023-09-26,1321.51
TAX1300027,USR5791,SPT195843,2022-02-26,44858.96
TAX1300028,USR3487,SPT1119268,2022-09-27,23065.54
TAX1300029,USR4542,SPT720043,2022-09-19,30367.3
TAX1300030,USR5048,SPT1698230,2022-08-11,14385.56
TAX1300031,USR658,SPT168514,2022-11-02,34557.02
TAX1300032,USR5337,SPT1528449,2023-03-12,31732.33
TAX1300033,USR7102,SPT1269274,2023-01-21,22177.49
TAX1300034,USR7580,SPT39329,2023-04-09,21717.14
TAX1300035,USR8952,SPT758477,2022-06-05,37309.13
TAX1300036,USR8149,SPT1343234,2022-11-13,44876.19
TAX1300037,USR5584,SPT1943808,2022-03-05,12673.67
TAX1300038,USR6787,SPT1021794,2023-02-04,26727.22
TAX1300039,USR226,SPT1130985,2022-12-16,26698.51
TAX1300040,USR9218,SPT737010,2023-05-08,27783.34
TAX1300041,USR7710,SPT1632500,2023-06-14,8160.01
TAX1300042,USR3751,SPT1732872,2022-12-06,37701.23
TAX1300043,USR5563,SPT1023301,2022-12-05,12040.63
TAX1300044,USR6041,SPT888167,2022-11-20,8635.67
TAX1300045,USR5806,SPT364454,2023-09-28,12040.31
TAX1300046,USR9830,SPT1122539,2022-09-10,4760.26
TAX1300047,USR9359,SPT1546375,2023-06-27,43059.14
TAX1300048,USR5462,SPT1845595,2023-02-24,14202.8
