ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1800001,USR1794,SPT1017252,2022-07-09,37430.92
TAX1800002,USR5590,SPT687432,2022-06-20,24524.5
TAX1800003,USR1293,SPT994466,2023-12-13,17322.31
TAX1800004,USR8734,SPT1862284,2022-07-08,28520.72
TAX1800005,USR7055,SPT1886486,2022-08-05,49850.5
TAX1800006,USR6067,SPT973885,2023-08-03,44390.86
TAX1800007,USR5456,SPT190430,2022-08-01,28940.11
TAX1800008,USR7635,SPT189596,2024-02-01,41337.05
TAX1800009,USR9982,SPT344133,2023-06-30,47919.42
TAX1800010,USR3760,SPT1211221,2023-11-23,31846.54
TAX1800011,USR8445,SPT262033,2023-02-13,45871.64
TAX1800012,USR8216,SPT1013772,2023-04-01,29136.35
TAX1800013,USR8946,SPT1190019,2022-12-19,11271.05
TAX1800014,USR7843,SPT733224,2022-09-13,15214.55
TAX1800015,USR612,SPT1079891,2022-08-28,39162.3
TAX1800016,USR8503,SPT93155,2022-02-28,19802.63
TAX1800017,USR8204,SPT447081,2024-01-05,45096.64
TAX1800018,USR7654,SPT558532,2022-10-22,6653.61
TAX1800019,USR3334,SPT651304,2022-06-18,48174.44
TAX1800020,USR3852,SPT1201982,2023-04-30,42765.8
TAX1800021,USR9317,SPT1456814,2023-04-16,9629.93
TAX1800022,USR4725,SPT1381211,2023-07-13,25057.67
TAX1800023,USR6367,SPT1821902,2023-07-26,43980.58
TAX1800024,USR4867,SPT630076,2023-10-04,14595.02
TAX1800025,USR4579,SPT1179673,2024-01-15,19143.99
TAX1800026,USR5719,SPT900155,2023-10-15,13450.9
TAX1800027,USR7244,SPT796327,2023-10-03,37326.89
TAX1800028,USR3681,SPT138732,2023-10-17,47543.29
TAX1800029,USR2943,SPT1925292,2023-02-10,27534.16
TAX1800030,USR8667,SPT1471504,2022-09-04,4214.85
TAX1800031,USR7477,SPT975518,2022-05-26,29955.49
TAX1800032,USR9172,SPT437795,2024-01-14,48842.4
TAX1800033,USR9256,SPT212593,2023-06-23,38661.9
TAX1800034,USR4755,SPT1127249,2023-03-06,48588.66
TAX1800035,USR4722,SPT1371885,2022-11-09,26556.34
TAX1800036,USR4623,SPT768356,2023-07-13,1073.03
TAX1800037,USR5702,SPT1288693,2022-06-05,40590.23
TAX1800038,USR5199,SPT808460,2023-08-06,7384.56
TAX1800039,USR3706,SPT720232,2023-01-24,22916.61
TAX1800040,USR7802,SPT1469297,2023-02-14,10631.43
