ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX240001,USR5661,SPT1140496,2023-12-31,38062.58
TAX240002,USR8660,SPT782169,2023-08-30,7940.39
TAX240003,USR7417,SPT1249831,2023-05-21,9104.83
TAX240004,USR4946,SPT1764239,2023-05-13,17777.14
TAX240005,USR7611,SPT1461685,2023-09-11,33071.49
TAX240006,USR8621,SPT1246309,2024-01-14,35053.97
TAX240007,USR8764,SPT471950,2023-09-05,20237.17
TAX240008,USR7690,SPT1169955,2023-11-10,16392.95
TAX240009,USR3611,SPT502487,2022-05-01,12137.58
TAX240010,USR5539,SPT1059232,2023-06-05,12707.76
TAX240011,USR8450,SPT534122,2024-01-04,12960.85
TAX240012,USR5210,SPT1377006,2024-01-15,20730.44
TAX240013,USR1399,SPT630596,2022-08-22,6447.03
TAX240014,USR8385,SPT1236864,2022-12-25,33906.65
TAX240015,USR3453,SPT1377224,2023-07-12,13235.65
TAX240016,USR7431,SPT221626,2023-08-31,35495.32
TAX240017,USR1257,SPT1100553,2023-09-05,21443.0
TAX240018,USR8210,SPT121175,2024-02-01,15162.77
TAX240019,USR5005,SPT643809,2023-07-01,25191.29
TAX240020,USR4768,SPT992763,2023-09-27,15389.34
TAX240021,USR7560,SPT649622,2023-01-03,3850.24
TAX240022,USR1191,SPT182635,2022-05-25,43491.91
TAX240023,USR4790,SPT1271997,2022-06-02,12439.29
TAX240024,USR135,SPT943841,2022-05-10,31191.64
TAX240025,USR68,SPT111593,2022-06-18,30523.21
TAX240026,USR2085,SPT300255,2024-01-03,21147.4
TAX240027,USR4004,SPT1132416,2023-12-01,19354.63
TAX240028,USR1409,SPT1840800,2022-02-28,35494.85
TAX240029,USR3197,SPT881548,2022-03-29,7012.58
TAX240030,USR1779,SPT1496533,2022-05-31,16591.06
TAX240031,USR8585,SPT1964966,2023-07-07,3623.27
TAX240032,USR667,SPT1532030,2022-04-27,21684.2
TAX240033,USR958,SPT804004,2023-08-17,5913.15
TAX240034,USR2528,SPT1261789,2024-01-15,20038.93
TAX240035,USR2712,SPT1386750,2024-01-07,35660.01
TAX240036,USR1986,SPT217235,2022-05-09,27989.11
TAX240037,USR332,SPT1552012,2022-08-19,47189.13
TAX240038,USR4595,SPT1815685,2024-01-28,27644.26
TAX240039,USR401,SPT1250490,2023-05-27,32870.48
TAX240040,USR3049,SPT1754261,2022-07-17,23794.0
TAX240041,USR4394,SPT1361351,2023-09-12,8737.02
TAX240042,USR958,SPT906093,2023-11-09,14955.93
TAX240043,USR4178,SPT374603,2023-01-23,4894.5
TAX240044,USR102,SPT237516,2023-07-31,23037.91
TAX240045,USR7194,SPT1312726,2022-07-25,38173.84
TAX240046,USR8772,SPT118067,2022-03-24,9288.52
TAX240047,USR1208,SPT1703126,2023-10-07,13014.19
TAX240048,USR4036,SPT1377860,2022-12-18,30756.26
TAX240049,USR5571,SPT1148852,2022-04-03,4007.3
TAX240050,USR4590,SPT22018,2022-09-21,32590.1
TAX240051,USR532,SPT1610360,2022-06-10,31971.34
TAX240052,USR7609,SPT1736842,2024-01-25,7365.14
TAX240053,USR8346,SPT145565,2022-04-19,2688.8
TAX240054,USR3105,SPT33122,2022-06-01,29572.61
TAX240055,USR5552,SPT1368395,2023-01-30,5975.36
TAX240056,USR9584,SPT448528,2024-01-01,29731.34
TAX240057,USR9533,SPT651988,2022-11-28,49264.41
TAX240058,USR243,SPT462848,2022-05-07,31481.58
TAX240059,USR7851,SPT953445,2022-05-07,14865.11
TAX240060,USR9369,SPT26344,2023-02-21,42876.05
TAX240061,USR8635,SPT90997,2022-10-13,41723.95
TAX240062,USR3273,SPT240618,2022-05-06,23968.58
TAX240063,USR7308,SPT1674357,2022-06-24,6347.11
TAX240064,USR4191,SPT891069,2023-10-20,39932.33
TAX240065,USR4013,SPT1673056,2023-12-29,45244.21
TAX240066,USR5575,SPT1972173,2022-07-16,34249.83
TAX240067,USR7725,SPT150317,2023-09-01,5911.82
TAX240068,USR8280,SPT1774417,2022-04-04,26127.0
TAX240069,USR6405,SPT1526336,2023-05-11,21191.63
TAX240070,USR7189,SPT1831461,2023-01-19,6332.62
TAX240071,USR4119,SPT210247,2022-09-09,26004.78
TAX240072,USR4878,SPT587186,2023-02-04,20632.07
TAX240073,USR429,SPT1489152,2023-09-22,21505.75
TAX240074,USR7662,SPT900394,2023-12-22,8334.08
TAX240075,USR4191,SPT523086,2023-05-30,10460.48
TAX240076,USR3008,SPT1459731,2022-05-27,43564.05
TAX240077,USR8053,SPT572055,2022-08-06,4526.65
TAX240078,USR2477,SPT1877620,2022-09-15,8063.23
TAX240079,USR4323,SPT468776,2022-04-10,14052.37
TAX240080,USR4043,SPT1548682,2023-08-14,18265.63
TAX240081,USR1221,SPT848978,2023-09-29,6760.51
TAX240082,USR7592,SPT1619598,2023-05-29,3226.31
TAX240083,USR4827,SPT669216,2023-11-23,26816.86
TAX240084,USR1009,SPT244346,2022-03-08,2897.78
TAX240085,USR9458,SPT1142718,2024-02-09,15524.42
TAX240086,USR8047,SPT329593,2022-03-28,16048.4
TAX240087,USR6869,SPT1910288,2023-04-30,18219.49
TAX240088,USR5366,SPT551819,2023-08-30,30745.19
TAX240089,USR8446,SPT1204284,2023-12-04,31374.24
TAX240090,USR6985,SPT212595,2022-08-25,26361.99
TAX240091,USR5360,SPT1226749,2022-11-11,35163.91
TAX240092,USR561,SPT29177,2022-04-07,35315.38
TAX240093,USR4737,SPT992925,2023-06-29,33762.09
TAX240094,USR1655,SPT1485079,2022-12-01,22873.7
TAX240095,USR1491,SPT98258,2022-10-31,30723.15
TAX240096,USR2820,SPT1439564,2022-08-24,17574.79
TAX240097,USR6878,SPT1934117,2022-03-27,21450.84
TAX240098,USR6490,SPT1165555,2022-06-17,7343.34
TAX240099,USR5920,SPT1700454,2023-02-26,43902.25
TAX240100,USR7212,SPT479463,2023-02-26,14684.52
TAX240101,USR3760,SPT1584106,2022-12-04,14635.43
TAX240102,USR7123,SPT1590884,2024-01-15,16525.7
TAX240103,USR7749,SPT639311,2023-06-17,16354.42
TAX240104,USR1367,SPT1570672,2022-12-16,35581.57
TAX240105,USR1906,SPT607466,2022-12-08,24565.93
TAX240106,USR7629,SPT1551376,2022-03-02,17475.71
TAX240107,USR3449,SPT448515,2022-12-11,45557.56
TAX240108,USR5677,SPT1807805,2023-05-09,42126.37
TAX240109,USR4001,SPT1392840,2022-11-12,10740.59
TAX240110,USR6279,SPT1580224,2022-02-26,22560.13
TAX240111,USR2048,SPT985687,2023-02-16,17375.51
TAX240112,USR4956,SPT599058,2023-01-25,9809.08
TAX240113,USR5320,SPT731659,2022-04-25,27908.37
TAX240114,USR6937,SPT728464,2022-03-14,48849.83
TAX240115,USR2326,SPT1292285,2023-11-22,6862.05
TAX240116,USR5470,SPT1831840,2023-03-24,15706.46
TAX240117,USR2505,SPT599526,2023-03-12,40152.49
TAX240118,USR676,SPT1351616,2024-01-16,11269.76
TAX240119,USR7692,SPT691643,2023-06-10,29219.03
TAX240120,USR6789,SPT1845595,2022-08-12,36344.15
TAX240121,USR7564,SPT757786,2023-09-10,28698.02
