ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1720001,USR7484,SPT178522,2022-04-04,34668.33
TAX1720002,USR1322,SPT1441848,2023-07-24,13862.5
TAX1720003,USR9118,SPT1127551,2023-07-13,27623.01
TAX1720004,USR5375,SPT847448,2022-09-27,42869.5
TAX1720005,USR380,SPT456214,2024-01-26,48874.12
TAX1720006,USR7009,SPT1231947,2023-09-27,9678.84
TAX1720007,USR5734,SPT501029,2022-04-11,11635.79
TAX1720008,USR818,SPT1721300,2022-12-14,37778.16
TAX1720009,USR9973,SPT597162,2023-01-29,33676.46
TAX1720010,USR660,SPT1427928,2023-07-21,41009.71
TAX1720011,USR6344,SPT857827,2022-06-27,1295.39
TAX1720012,USR9995,SPT1505913,2023-01-11,47502.74
TAX1720013,USR3151,SPT305432,2023-02-24,27875.62
TAX1720014,USR1512,SPT1272687,2022-04-02,41125.46
TAX1720015,USR2817,SPT355361,2023-03-12,5448.43
TAX1720016,USR2869,SPT1229546,2023-07-12,21189.1
TAX1720017,USR2878,SPT1834742,2023-08-28,45836.3
TAX1720018,USR9210,SPT940590,2023-07-15,2546.3
TAX1720019,USR1207,SPT858042,2023-01-14,27545.61
TAX1720020,USR1207,SPT1761743,2023-01-17,13025.2
TAX1720021,USR4730,SPT363314,2023-04-23,38244.8
TAX1720022,USR2837,SPT419043,2023-02-19,41099.08
TAX1720023,USR7125,SPT573246,2022-07-06,41164.45
TAX1720024,USR3983,SPT818780,2023-02-08,6548.61
TAX1720025,USR4656,SPT331539,2024-02-07,8636.69
TAX1720026,USR7368,SPT633095,2022-12-05,49936.03
TAX1720027,USR7761,SPT871360,2023-08-13,12293.05
TAX1720028,USR4593,SPT142710,2023-12-22,21478.8
TAX1720029,USR1129,SPT335179,2022-02-11,37129.33
TAX1720030,USR7568,SPT1496933,2022-08-22,41856.42
TAX1720031,USR8708,SPT789239,2023-08-31,18600.9
TAX1720032,USR9367,SPT1552531,2022-08-30,2385.4
TAX1720033,USR5816,SPT1965302,2023-08-11,9422.4
TAX1720034,USR8841,SPT865007,2023-07-06,5988.86
TAX1720035,USR7688,SPT1662104,2022-12-25,45651.67
TAX1720036,USR986,SPT1711737,2022-04-04,29569.64
TAX1720037,USR6613,SPT1614414,2022-04-24,12402.07
TAX1720038,USR7586,SPT1393299,2022-09-29,21852.87
TAX1720039,USR7416,SPT1701380,2023-06-23,49776.23
TAX1720040,USR1875,SPT1307293,2022-11-22,18839.08
TAX1720041,USR8831,SPT213527,2024-01-06,38150.35
TAX1720042,USR4859,SPT1724764,2023-08-22,43575.1
TAX1720043,USR9915,SPT917743,2023-11-13,18946.3
TAX1720044,USR8361,SPT1808651,2022-12-19,36282.75
TAX1720045,USR465,SPT1523977,2023-11-22,40350.9
TAX1720046,USR8336,SPT1274098,2022-10-06,8267.1
TAX1720047,USR9671,SPT1747584,2023-03-07,33207.86
TAX1720048,USR8930,SPT1429582,2023-04-07,17310.48
TAX1720049,USR9320,SPT279073,2022-08-07,8179.12
TAX1720050,USR7169,SPT1447903,2022-12-08,8373.52
TAX1720051,USR2529,SPT725005,2023-11-01,37482.01
