ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1040001,USR9410,SPT934827,2022-05-26,23726.17
TAX1040002,USR5171,SPT684033,2022-10-10,9195.43
TAX1040003,USR9691,SPT55467,2022-06-26,37242.3
TAX1040004,USR7288,SPT1457951,2023-02-25,6226.34
TAX1040005,USR5641,SPT1440965,2022-05-02,40828.09
TAX1040006,USR3091,SPT204067,2022-10-09,12179.1
TAX1040007,USR8214,SPT354959,2022-09-23,27383.76
TAX1040008,USR3077,SPT119438,2023-09-15,7500.58
TAX1040009,USR4583,SPT919027,2022-10-27,22959.61
TAX1040010,USR4418,SPT574807,2023-05-15,23556.13
TAX1040011,USR7708,SPT373117,2022-08-17,24240.22
TAX1040012,USR2494,SPT358886,2024-01-10,32274.62
TAX1040013,USR4592,SPT810757,2023-07-09,7725.49
TAX1040014,USR1244,SPT1032508,2023-06-17,1778.4
TAX1040015,USR3885,SPT119207,2022-11-02,41476.54
TAX1040016,USR2728,SPT1723989,2022-07-26,47219.77
TAX1040017,USR7966,SPT1041945,2023-12-10,44915.31
TAX1040018,USR2311,SPT1572639,2023-01-14,19853.19
TAX1040019,USR320,SPT432815,2023-12-16,30118.71
TAX1040020,USR7294,SPT826506,2023-11-26,46743.76
TAX1040021,USR6018,SPT218283,2023-04-13,32911.52
TAX1040022,USR8970,SPT1082101,2022-12-14,44901.38
TAX1040023,USR2532,SPT1072229,2023-11-06,21059.54
TAX1040024,USR3707,SPT436158,2022-09-15,7310.64
TAX1040025,USR4275,SPT1931273,2022-03-24,4017.43
TAX1040026,USR429,SPT1973278,2023-01-14,17128.37
TAX1040027,USR8450,SPT951811,2022-06-03,42167.94
TAX1040028,USR2175,SPT1885226,2023-06-20,37109.86
TAX1040029,USR1437,SPT791834,2023-12-02,18138.64
TAX1040030,USR967,SPT1704511,2023-08-07,20631.57
TAX1040031,USR1170,SPT1562020,2022-09-18,22766.65
TAX1040032,USR4500,SPT1530918,2023-11-13,36515.38
TAX1040033,USR7749,SPT1311703,2022-08-14,16220.55
TAX1040034,USR4126,SPT1012422,2022-11-19,41814.33
TAX1040035,USR6562,SPT114579,2023-08-08,25006.09
TAX1040036,USR5776,SPT1065814,2022-06-11,17723.9
TAX1040037,USR2466,SPT253944,2022-02-13,5197.28
TAX1040038,USR5272,SPT966653,2023-04-08,33677.05
TAX1040039,USR9041,SPT268766,2022-06-03,30606.69
TAX1040040,USR9431,SPT639557,2022-11-25,20309.25
TAX1040041,USR5416,SPT188128,2023-06-16,20748.27
TAX1040042,USR5007,SPT688843,2023-10-31,26578.18
TAX1040043,USR88,SPT124797,2023-09-25,19007.98
TAX1040044,USR8613,SPT1048773,2022-03-22,17886.29
