ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1,USR7522,SPT288534,2022-12-13,44084.6
TAX2,USR3432,SPT218673,2022-02-18,45861.41
TAX3,USR3114,SPT563116,2023-04-28,17963.66
TAX4,USR6109,SPT1039859,2023-02-16,45963.82
TAX5,USR4249,SPT1595768,2024-01-30,31086.7
TAX6,USR112,SPT707592,2023-05-03,24614.8
TAX7,USR2824,SPT1529048,2022-10-20,19646.61
TAX8,USR4308,SPT1983233,2022-12-25,21251.04
TAX9,USR3471,SPT582985,2024-02-09,4910.94
TAX10,USR2757,SPT996448,2023-03-10,41116.21
TAX11,USR647,SPT638135,2023-02-19,16496.78
TAX12,USR4739,SPT822949,2023-04-30,12497.0
TAX13,USR7041,SPT136413,2023-12-31,25072.26
TAX14,USR54,SPT1232427,2023-06-10,33595.61
TAX15,USR6466,SPT564175,2023-10-14,24591.53
TAX16,USR935,SPT1600503,2022-11-15,8577.02
TAX17,USR4503,SPT1699659,2023-11-19,22043.5
TAX18,USR4225,SPT1487667,2022-04-28,3061.8
TAX19,USR6802,SPT34861,2023-10-12,36919.45
TAX20,USR3967,SPT1532867,2024-01-05,11790.07
TAX21,USR7616,SPT253822,2023-05-01,27794.81
TAX22,USR9032,SPT1167873,2022-09-29,29876.43
TAX23,USR1077,SPT893884,2022-07-21,42537.74
TAX24,USR5290,SPT1940066,2022-07-02,5258.32
TAX25,USR8593,SPT81371,2023-09-26,33882.24
TAX26,USR9848,SPT442622,2022-07-23,10318.92
TAX27,USR5128,SPT1300258,2022-09-22,12559.33
TAX28,USR9685,SPT631763,2023-06-25,16380.75
TAX29,USR2045,SPT1689555,2022-12-23,20956.27
TAX30,USR8021,SPT729676,2022-05-14,47845.66
TAX31,USR1074,SPT1757329,2023-04-20,5563.15
TAX32,USR4110,SPT1692807,2023-08-13,1932.89
TAX33,USR3833,SPT1999982,2022-06-14,7294.95
TAX34,USR5102,SPT1348467,2023-04-01,10158.61
TAX35,USR8815,SPT1533306,2022-05-09,39037.37
TAX36,USR6493,SPT182279,2024-01-25,15222.18
TAX37,USR2715,SPT972072,2023-02-13,21842.51
TAX38,USR3504,SPT481053,2023-10-13,14995.75
TAX39,USR3052,SPT213481,2022-07-20,4919.77
TAX40,USR9136,SPT1017208,2022-07-08,28744.41
TAX41,USR6601,SPT315026,2022-08-19,13756.77
TAX42,USR5449,SPT1284848,2022-06-14,36446.06
TAX43,USR9740,SPT344382,2022-06-10,19730.43
TAX44,USR4317,SPT1306469,2022-09-22,49172.76
TAX45,USR89,SPT1944189,2022-12-28,15795.69
TAX46,USR3170,SPT1690449,2023-11-29,19617.4
TAX47,USR6600,SPT708358,2022-08-04,28617.08
TAX48,USR9531,SPT1408912,2022-10-29,14386.02
TAX49,USR2958,SPT1845480,2024-01-25,34254.63
TAX50,USR2575,SPT911937,2024-02-09,16164.22
TAX51,USR2452,SPT1961616,2023-09-16,21199.29
TAX52,USR683,SPT221800,2023-04-13,36951.85
TAX53,USR7373,SPT888317,2023-02-16,16386.16
TAX54,USR1101,SPT1549144,2023-07-03,30032.56
TAX55,USR8233,SPT1194635,2023-09-22,16787.41
TAX56,USR4576,SPT1730491,2023-03-18,4213.51
TAX57,USR3148,SPT1248373,2023-11-29,17728.07
TAX58,USR6666,SPT1247077,2023-04-25,10455.25
TAX59,USR1730,SPT1801391,2022-04-02,46951.59
TAX60,USR8984,SPT283237,2023-05-11,19269.77
TAX61,USR8554,SPT355310,2023-11-27,10609.22
TAX62,USR7986,SPT1799970,2022-06-07,31188.46
TAX63,USR7330,SPT1536582,2022-12-14,15109.44
TAX64,USR3990,SPT87358,2023-09-27,39749.89
TAX65,USR5244,SPT767839,2023-04-05,5621.59
TAX66,USR8066,SPT240774,2023-12-20,23249.1
TAX67,USR1745,SPT119909,2024-01-02,1368.23
TAX68,USR2554,SPT497577,2022-11-22,45784.43
TAX69,USR5218,SPT365286,2022-06-19,32522.83
TAX70,USR2370,SPT1527159,2023-06-03,20909.99
TAX71,USR4119,SPT1998379,2023-11-04,29907.18
TAX72,USR3894,SPT1056444,2023-07-19,2015.15
TAX73,USR2409,SPT314616,2022-03-09,19390.21
TAX74,USR4821,SPT63897,2023-01-06,32905.75
