ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX1500001,USR9892,SPT500614,2022-12-01,29942.03
TAX1500002,USR5122,SPT1274492,2023-10-19,9852.04
TAX1500003,USR2452,SPT773726,2022-02-13,12921.76
TAX1500004,USR5873,SPT4519,2023-10-31,49699.66
TAX1500005,USR6540,SPT1169043,2023-05-06,14705.21
TAX1500006,USR5155,SPT1455167,2023-05-31,18790.39
TAX1500007,USR4073,SPT1972946,2023-04-10,49093.64
TAX1500008,USR4949,SPT1299233,2023-04-22,43876.8
TAX1500009,USR1671,SPT185737,2023-07-11,17674.93
TAX1500010,USR9986,SPT313941,2024-02-01,45948.06
TAX1500011,USR581,SPT1872499,2022-03-28,23652.68
TAX1500012,USR7355,SPT677976,2022-12-02,21873.95
TAX1500013,USR5675,SPT224477,2023-12-25,9771.35
TAX1500014,USR4965,SPT779606,2022-10-20,43154.17
TAX1500015,USR4620,SPT1851483,2023-07-26,24197.33
TAX1500016,USR1852,SPT157325,2022-06-15,4467.5
TAX1500017,USR2332,SPT1178549,2022-10-02,23176.11
TAX1500018,USR9283,SPT100564,2022-05-18,21708.88
TAX1500019,USR7549,SPT996194,2023-08-29,23691.28
TAX1500020,USR4198,SPT691239,2022-02-11,25588.6
TAX1500021,USR7098,SPT1905754,2022-08-18,42113.52
TAX1500022,USR6671,SPT1817318,2023-01-17,23954.95
TAX1500023,USR7519,SPT459343,2022-04-18,34057.12
TAX1500024,USR9180,SPT676307,2022-11-09,22706.37
TAX1500025,USR8546,SPT542822,2022-02-18,38818.08
TAX1500026,USR4590,SPT120569,2022-07-27,40092.79
TAX1500027,USR8914,SPT634365,2023-01-16,3647.32
TAX1500028,USR3923,SPT575831,2022-11-01,1593.44
TAX1500029,USR7797,SPT1997069,2023-06-24,12307.29
TAX1500030,USR5364,SPT869760,2022-02-15,40783.14
TAX1500031,USR5064,SPT1857058,2023-04-25,40244.37
TAX1500032,USR1090,SPT1598952,2022-08-09,29515.4
TAX1500033,USR8843,SPT1998754,2022-08-31,3163.97
TAX1500034,USR1457,SPT98775,2023-11-20,6153.48
TAX1500035,USR4262,SPT180509,2023-09-10,36626.44
TAX1500036,USR3237,SPT657847,2023-01-19,18358.06
TAX1500037,USR4082,SPT1894489,2023-04-23,28235.82
TAX1500038,USR9756,SPT1659840,2022-05-14,7032.21
TAX1500039,USR6522,SPT1489951,2022-03-06,39325.8
TAX1500040,USR7317,SPT1517113,2023-09-05,39654.52
TAX1500041,USR2040,SPT1506394,2024-01-17,45112.65
TAX1500042,USR6434,SPT714879,2023-09-06,14310.11
TAX1500043,USR4353,SPT1554662,2022-07-21,5101.36
TAX1500044,USR3067,SPT1275929,2022-06-06,13631.19
TAX1500045,USR6906,SPT1584619,2022-04-16,8017.11
TAX1500046,USR1096,SPT1752597,2023-02-12,9743.03
TAX1500047,USR9203,SPT1746451,2022-12-31,49476.77
TAX1500048,USR1845,SPT426610,2023-05-10,33692.51
TAX1500049,USR7405,SPT204669,2023-03-28,5026.31
TAX1500050,USR2225,SPT919747,2023-04-18,11864.18
TAX1500051,USR1031,SPT276367,2023-06-09,18354.23
TAX1500052,USR9264,SPT1206852,2023-02-01,27462.06
TAX1500053,USR5413,SPT1737410,2023-02-02,39537.57
TAX1500054,USR6692,SPT1968497,2023-02-11,47260.91
TAX1500055,USR6018,SPT1831741,2023-08-16,9104.84
TAX1500056,USR9626,SPT1596458,2022-04-16,5403.34
