ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX320001,USR5845,SPT515682,2022-10-09,47739.45
TAX320002,USR3645,SPT443185,2022-11-21,38012.28
TAX320003,USR526,SPT1364080,2022-06-04,13358.62
TAX320004,USR294,SPT491284,2022-10-23,39925.37
TAX320005,USR591,SPT1820481,2023-01-17,20603.57
TAX320006,USR9501,SPT533377,2022-09-30,49974.11
TAX320007,USR5369,SPT1954659,2023-02-11,29517.95
TAX320008,USR1445,SPT1283961,2022-06-12,11938.56
TAX320009,USR5876,SPT1629864,2023-09-25,42291.77
TAX320010,USR852,SPT319531,2022-06-24,15049.46
TAX320011,USR9169,SPT452592,2022-07-03,28107.23
TAX320012,USR1401,SPT660316,2022-03-20,1042.91
TAX320013,USR7688,SPT1727077,2022-11-10,13363.46
TAX320014,USR9616,SPT1577150,2023-02-01,46790.07
TAX320015,USR9185,SPT720124,2023-10-02,3263.93
TAX320016,USR9251,SPT1678790,2022-06-29,11951.38
TAX320017,USR9545,SPT56786,2022-09-20,44820.47
TAX320018,USR5485,SPT1274794,2022-08-01,12557.36
TAX320019,USR5880,SPT1828381,2024-01-16,34774.34
TAX320020,USR339,SPT547824,2023-04-12,14773.19
TAX320021,USR4710,SPT919725,2022-05-18,47262.01
TAX320022,USR7497,SPT1739039,2023-08-31,9662.41
TAX320023,USR6645,SPT1433467,2024-01-30,36760.73
TAX320024,USR2861,SPT1405583,2022-04-30,8643.08
TAX320025,USR3037,SPT155940,2022-12-09,17624.08
TAX320026,USR1117,SPT1746154,2023-06-08,14129.44
TAX320027,USR6793,SPT1939068,2022-08-30,45154.43
TAX320028,USR9260,SPT568870,2022-03-29,28067.38
TAX320029,USR9910,SPT1012715,2024-01-13,23778.0
TAX320030,USR4799,SPT20110,2023-02-01,32103.59
TAX320031,USR7314,SPT1235177,2023-05-27,6058.23
TAX320032,USR394,SPT1494585,2022-10-27,6790.65
TAX320033,USR9700,SPT625777,2022-06-17,10805.11
TAX320034,USR9667,SPT295721,2023-02-02,39933.44
TAX320035,USR4037,SPT1955715,2022-09-27,39902.01
TAX320036,USR8326,SPT1929476,2023-06-11,17657.65
TAX320037,USR3283,SPT95620,2024-01-16,21748.33
TAX320038,USR5729,SPT1020225,2022-12-22,35695.88
TAX320039,USR7990,SPT1806173,2022-08-04,11571.88
TAX320040,USR6906,SPT814306,2022-03-29,9808.97
TAX320041,USR5233,SPT1795488,2022-10-01,21980.5
TAX320042,USR6237,SPT1068415,2023-12-11,13937.47
TAX320043,USR9707,SPT329953,2023-10-06,5631.68
TAX320044,USR6113,SPT408780,2023-06-01,7999.24
TAX320045,USR4487,SPT428749,2022-07-10,23388.7
TAX320046,USR9941,SPT1474896,2022-08-03,42952.78
TAX320047,USR751,SPT63079,2022-08-26,13912.64
TAX320048,USR5751,SPT1475199,2022-10-02,39004.66
TAX320049,USR73,SPT76282,2022-05-01,8894.29
TAX320050,USR5614,SPT1839959,2022-10-11,48178.93
TAX320051,USR2297,SPT1915793,2022-09-30,22565.84
TAX320052,USR4786,SPT959317,2023-01-16,15368.98
TAX320053,USR8415,SPT140279,2023-05-12,4253.72
TAX320054,USR3886,SPT831713,2023-05-09,20711.01
TAX320055,USR8501,SPT1845492,2023-11-17,43862.87
TAX320056,USR3948,SPT1733548,2022-06-20,41930.18
