ReportID,UserID,TradeID,ReportDate,ReportedAmount
TAX460001,USR924,SPT1440696,2022-07-31,29989.05
TAX460002,USR7966,SPT1200521,2023-04-08,23545.22
TAX460003,USR9744,SPT1463652,2022-06-07,28009.02
TAX460004,USR9230,SPT553185,2022-11-30,19731.38
TAX460005,USR4805,SPT556938,2023-10-30,31966.48
TAX460006,USR9565,SPT756683,2022-03-03,27843.54
TAX460007,USR8350,SPT1278477,2023-08-28,6679.76
TAX460008,USR2443,SPT1905953,2022-12-11,13224.86
TAX460009,USR6071,SPT76312,2023-10-29,30350.84
TAX460010,USR9222,SPT119679,2023-01-23,44210.1
TAX460011,USR2754,SPT1711336,2022-07-04,17721.38
TAX460012,USR6243,SPT157424,2023-09-27,41843.9
TAX460013,USR9485,SPT15288,2022-12-23,6756.6
TAX460014,USR4310,SPT252164,2022-07-17,13473.63
TAX460015,USR6042,SPT1048600,2022-11-17,8646.16
TAX460016,USR797,SPT1909928,2022-08-27,23461.93
TAX460017,USR9977,SPT951853,2023-10-28,35825.87
TAX460018,USR6077,SPT1129749,2022-11-08,5297.0
TAX460019,USR1759,SPT1306939,2023-12-07,7601.67
TAX460020,USR9201,SPT419523,2023-08-02,42954.16
TAX460021,USR1460,SPT1098,2023-12-06,5060.9
TAX460022,USR8337,SPT704145,2022-07-23,46331.14
TAX460023,USR2557,SPT1431254,2024-01-08,28663.51
TAX460024,USR5080,SPT1643312,2023-06-28,37273.0
TAX460025,USR3763,SPT1379780,2022-03-19,4724.67
TAX460026,USR9683,SPT79072,2022-11-17,41090.82
TAX460027,USR7760,SPT288090,2024-01-19,30082.67
TAX460028,USR368,SPT1136286,2023-02-16,49304.74
TAX460029,USR6963,SPT1353188,2022-12-14,35349.15
TAX460030,USR2640,SPT1975014,2023-02-03,19061.04
TAX460031,USR989,SPT1877241,2023-02-20,11051.79
TAX460032,USR161,SPT518760,2022-03-22,30673.41
TAX460033,USR2081,SPT1577518,2023-10-23,43785.29
TAX460034,USR5053,SPT279978,2023-12-07,34813.75
TAX460035,USR7042,SPT1113408,2023-06-28,34490.58
TAX460036,USR2088,SPT480381,2022-10-17,14591.22
TAX460037,USR1736,SPT395171,2022-03-13,10352.66
TAX460038,USR8916,SPT604479,2022-06-20,14040.61
TAX460039,USR2710,SPT1439769,2023-11-05,16528.37
TAX460040,USR1206,SPT1120026,2023-01-21,20461.33
TAX460041,USR1063,SPT545593,2023-08-29,49906.78
TAX460042,USR5002,SPT1454815,2023-03-16,46617.84
TAX460043,USR3182,SPT388234,2022-05-19,33434.43
TAX460044,USR9924,SPT1517939,2022-04-23,23346.88
TAX460045,USR2687,SPT1625848,2022-06-18,45060.0
TAX460046,USR1557,SPT1154099,2023-01-18,22348.26
TAX460047,USR253,SPT1977195,2023-12-25,45860.83
TAX460048,USR3171,SPT362133,2022-09-06,26202.18
TAX460049,USR7371,SPT68472,2022-12-13,14826.13
TAX460050,USR8816,SPT1191705,2023-08-20,26375.57
TAX460051,USR2727,SPT1391464,2023-12-23,41711.56
TAX460052,USR6422,SPT765489,2022-04-21,32715.44
TAX460053,USR5451,SPT315290,2023-05-29,46838.44
TAX460054,USR3664,SPT1054307,2022-06-14,26681.1
TAX460055,USR8895,SPT1056897,2022-07-01,19235.8
TAX460056,USR2017,SPT1894362,2023-05-04,30602.42
TAX460057,USR2838,SPT720353,2022-08-30,7201.63
TAX460058,USR137,SPT1214763,2022-12-14,30812.48
TAX460059,USR3062,SPT250821,2023-04-10,39513.87
TAX460060,USR9660,SPT557441,2022-12-21,38312.51
TAX460061,USR8959,SPT938956,2023-12-15,13012.11
TAX460062,USR9038,SPT185740,2022-03-16,32382.54
TAX460063,USR8875,SPT481809,2023-07-24,31400.76
TAX460064,USR6931,SPT309446,2023-08-30,2007.88
TAX460065,USR8233,SPT1694823,2023-09-21,11589.85
TAX460066,USR2127,SPT1727224,2022-11-27,32328.64
TAX460067,USR8752,SPT1510999,2022-03-19,40142.48
TAX460068,USR9456,SPT325699,2023-04-24,40175.15
TAX460069,USR3936,SPT183732,2023-10-23,21525.12
TAX460070,USR9545,SPT1216394,2023-10-30,29768.63
TAX460071,USR9947,SPT1681803,2024-01-12,12769.13
TAX460072,USR4206,SPT1916372,2023-07-22,45614.39
TAX460073,USR9509,SPT1488608,2022-10-01,14872.06
TAX460074,USR5570,SPT1645247,2023-04-24,2942.25
TAX460075,USR1181,SPT1403217,2023-06-05,12351.31
TAX460076,USR3193,SPT514557,2023-04-20,30791.43
TAX460077,USR3495,SPT1344952,2023-12-17,21460.99
TAX460078,USR5181,SPT957535,2022-08-12,35503.22
TAX460079,USR2596,SPT1977310,2023-10-31,10867.46
TAX460080,USR9068,SPT116233,2022-07-09,24016.33
TAX460081,USR8022,SPT696450,2023-10-07,42463.73
TAX460082,USR2063,SPT1333339,2023-12-06,25323.34
TAX460083,USR2001,SPT17105,2022-12-30,19442.27
TAX460084,USR197,SPT1603740,2022-07-29,32096.54
TAX460085,USR2475,SPT1233968,2024-02-02,43193.03
TAX460086,USR4074,SPT1847699,2022-05-12,6023.8
TAX460087,USR8223,SPT1186084,2022-12-10,12982.07
TAX460088,USR6422,SPT725065,2023-06-22,12052.27
TAX460089,USR196,SPT582683,2022-05-10,16712.81
TAX460090,USR7450,SPT785672,2022-09-19,41783.67
TAX460091,USR9722,SPT1318494,2023-01-20,11657.11
TAX460092,USR670,SPT1224268,2022-07-07,8113.88
TAX460093,USR807,SPT562178,2023-10-03,45655.39
TAX460094,USR5399,SPT696571,2022-03-19,39690.07
TAX460095,USR7941,SPT426944,2022-07-17,19186.0
TAX460096,USR7080,SPT686718,2022-11-17,47146.01
TAX460097,USR8055,SPT1262715,2022-03-17,12730.47
TAX460098,USR1157,SPT494008,2023-12-17,39940.54
TAX460099,USR6577,SPT1495602,2022-06-09,17038.94
TAX460100,USR2042,SPT774294,2023-11-19,25969.59
TAX460101,USR7227,SPT1202122,2023-12-01,23005.45
TAX460102,USR3413,SPT332658,2022-10-14,17132.21
TAX460103,USR7141,SPT1503401,2022-08-05,21663.17
TAX460104,USR2954,SPT786505,2023-05-28,37807.57
TAX460105,USR7727,SPT1987012,2022-11-23,11580.22
TAX460106,USR8170,SPT1662434,2022-12-01,42588.33
TAX460107,USR6081,SPT1951973,2022-12-07,45441.14
TAX460108,USR1299,SPT1044494,2023-08-25,36228.14
TAX460109,USR8190,SPT1464929,2022-09-06,4079.21
TAX460110,USR3653,SPT1869844,2022-05-21,45978.14
TAX460111,USR7547,SPT1016826,2023-08-24,46518.53
TAX460112,USR7378,SPT349802,2022-02-14,47197.9
TAX460113,USR5318,SPT1902040,2023-11-15,8467.69
TAX460114,USR3174,SPT1551071,2023-03-18,1034.59
TAX460115,USR5875,SPT1261604,2023-06-07,45318.47
TAX460116,USR1392,SPT899372,2022-07-29,33347.34
TAX460117,USR6729,SPT861440,2023-12-17,44827.8
TAX460118,USR9991,SPT27363,2022-12-13,44273.23
TAX460119,USR4824,SPT1076469,2022-11-20,19476.68
TAX460120,USR7007,SPT1957966,2022-07-07,15135.35
TAX460121,USR3287,SPT884532,2023-07-16,16381.05
TAX460122,USR9792,SPT597864,2023-11-17,41668.14
TAX460123,USR7857,SPT1244927,2023-12-30,29724.13
TAX460124,USR1126,SPT1826163,2022-06-16,5158.29
TAX460125,USR3306,SPT31524,2023-06-12,5621.97
TAX460126,USR4957,SPT388345,2023-02-21,25951.75
TAX460127,USR8590,SPT1117145,2023-06-07,15909.11
TAX460128,USR802,SPT1114640,2023-12-21,39959.83
TAX460129,USR7446,SPT791456,2023-05-10,5210.45
TAX460130,USR8003,SPT1873958,2023-02-17,23301.62
TAX460131,USR4542,SPT456080,2023-10-15,49583.62
TAX460132,USR885,SPT1166005,2023-09-16,43546.14
TAX460133,USR4891,SPT1869765,2022-04-02,48027.08
TAX460134,USR981,SPT1160897,2022-08-28,44191.49
TAX460135,USR6789,SPT1851797,2023-12-29,9901.18
TAX460136,USR5160,SPT502343,2022-05-27,10194.13
TAX460137,USR5598,SPT923118,2023-08-19,34352.06
TAX460138,USR7418,SPT321649,2023-12-01,33789.67
TAX460139,USR6217,SPT602423,2022-11-23,5040.09
TAX460140,USR360,SPT1726044,2022-08-16,27992.2
TAX460141,USR5727,SPT764518,2023-03-05,40633.26
TAX460142,USR1079,SPT741202,2022-09-30,41597.22
TAX460143,USR1073,SPT1974347,2022-10-20,12199.53
TAX460144,USR5078,SPT1923977,2023-05-26,13032.24
TAX460145,USR2276,SPT660231,2022-12-31,14284.94
TAX460146,USR9242,SPT1814450,2023-05-15,6473.89
TAX460147,USR1258,SPT77841,2023-04-09,33425.52
TAX460148,USR1105,SPT1740460,2023-05-27,2668.43
TAX460149,USR1142,SPT923918,2023-12-19,31782.38
TAX460150,USR7496,SPT223480,2022-06-10,29173.83
TAX460151,USR8215,SPT1360733,2022-10-27,16641.61
TAX460152,USR4649,SPT657790,2022-11-30,7801.67
TAX460153,USR7964,SPT425154,2022-07-28,45975.81
TAX460154,USR1105,SPT1555058,2023-03-04,18550.89
